Hs,Ht,Gst,Gprime_st,D,loc_id,gene
0,0,NA,NA,0,loc00394,group_6004
0,0,NA,NA,0,loc00395,yheS_2
0,0,NA,NA,0,loc00396,group_6003
0,0,NA,NA,0,loc00397,group_6001
0,0,NA,NA,0,loc00398,rutC_2~~~tdcF
0,0,NA,NA,0,loc00399,cysA_3~~~btuD_15~~~btuD_8
0,0,NA,NA,0,loc00400,group_5999
0,0,NA,NA,0,loc00401,group_5998
0,0,NA,NA,0,loc00402,sufT
0,0,NA,NA,0,loc00403,ftsH_1~~~ftsH~~~ftsH_2
0,0,NA,NA,0,loc00404,puuB_2~~~puuB_7~~~puuA_1~~~mnmC_3~~~puuA_2
0,0,NA,NA,0,loc00405,adeC_1~~~ade_1~~~ade_2
0,0,NA,NA,0,loc00406,gshAB
0,0,NA,NA,0,loc00407,group_5996
0,0,NA,NA,0,loc00408,tdh_1~~~mshA_12~~~mshA_16
0,0,NA,NA,0,loc00409,group_5995
0,0,NA,NA,0,loc00410,metH_2
0,0,NA,NA,0,loc00411,group_5988
0,0,NA,NA,0,loc00412,group_5987
0,0,NA,NA,0,loc00413,group_5984
0,0,NA,NA,0,loc00414,group_5983
0,0,NA,NA,0,loc00415,group_5981
0,0,NA,NA,0,loc00416,bcsA_2~~~bcsA~~~bcsA_1
0,0,NA,NA,0,loc00417,yddA
0,0,NA,NA,0,loc00418,group_5980
0,0,NA,NA,0,loc00419,group_5979
0,0,NA,NA,0,loc00420,group_5978
0,0,NA,NA,0,loc00421,lutR_10
0,0,NA,NA,0,loc00422,ccmF
0,0,NA,NA,0,loc00423,group_5976
0,0,NA,NA,0,loc00424,ctaD_2~~~ctaD_1~~~qoxB
0,0,NA,NA,0,loc00425,group_5969
0,0,NA,NA,0,loc00426,group_5968
0,0,NA,NA,0,loc00427,bepG
0,0,NA,NA,0,loc00428,group_5967
0,0,NA,NA,0,loc00429,mglA_2~~~mglA_1~~~mglA_9
0,0,NA,NA,0,loc00430,group_5965
0,0,NA,NA,0,loc00431,cbiG
0,0,NA,NA,0,loc00432,group_5964
0,0,NA,NA,0,loc00433,glnA_1
0,0,NA,NA,0,loc00434,group_5963
0,0,NA,NA,0,loc00435,group_5962
0,0,NA,NA,0,loc00436,speB
0,0,NA,NA,0,loc00437,group_5961
0,0,NA,NA,0,loc00438,group_5960
0,0,NA,NA,0,loc00439,group_5959
0,0,NA,NA,0,loc00440,group_5958
0,0,NA,NA,0,loc00441,nqo3_2~~~sfrA
0,0,NA,NA,0,loc00442,group_5957
