gene,non_unique_gene_name,annotation,from
group_1388,amiD_2,N-acetylmuramoyl-L-alanine amidase AmiD,amiD
group_1348,ssuC_2,Putative aliphatic sulfonates transport permease protein SsuC,ssuC
group_1289,dasC_6,Diacetylchitobiose uptake system permease protein DasC,dasC
group_1107,gsiD_1,Glutathione transport system permease protein GsiD,gsiD
group_1033,oppD_3,Oligopeptide transport ATP-binding protein OppD,oppD
group_1031,gsiC_2,Glutathione transport system permease protein GsiC,gsiC
group_977,xerC_14,Tyrosine recombinase XerC,xerC
group_885,btuD_7,Vitamin B12 import ATP-binding protein BtuD,btuD
group_880,lsrB_3,Autoinducer 2-binding protein LsrB,lsrB
group_706,iolG_11,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
group_699,malK_10,Maltose/maltodextrin import ATP-binding protein MalK,malK
group_652,btuD_14,Vitamin B12 import ATP-binding protein BtuD,btuD
group_634,recD2_3,ATP-dependent RecD-like DNA helicase,recD2
group_615,aroB,3-dehydroquinate synthase,aroB
group_605,doeA_2,Ectoine hydrolase,doeA
group_582,cysG_2,Siroheme synthase,cysG
group_458,entS_3,Enterobactin exporter EntS,entS
group_365,dctD_1,C4-dicarboxylate transport transcriptional regulatory protein DctD,dctD
group_260,menE_3,2-succinylbenzoate--CoA ligase,menE
group_251,hutH_2,Histidine ammonia-lyase,hutH
group_5446,dadD,5'-deoxyadenosine deaminase;8-oxoguanine deaminase,dadD
group_5296,dhaa,hypothetical protein;3-hydroxy-D-aspartate aldolase,dhaa
group_5065,apc4_1,hypothetical protein;Acetophenone carboxylase delta subunit,apc4
group_4674,xerC_2,Tyrosine recombinase XerC,xerC
group_4673,xerC_1,Tyrosine recombinase XerC,xerC
group_1425,fabG_5,3-oxoacyl-[acyl-carrier-protein] reductase FabG,fabG
group_1304,glnQ_8,Glutamine transport ATP-binding protein GlnQ,glnQ
group_6084,yabJ_2,2-iminobutanoate/2-iminopropanoate deaminase;RutC family protein,yabJ
group_477,xerC_9,Tyrosine recombinase XerC,xerC
group_6622,xerC_3,Tyrosine recombinase XerC;hypothetical protein,xerC
group_6609,resA_3,hypothetical protein;Thiol-disulfide oxidoreductase ResA,resA
group_6541,kpsM_2,Polysialic acid transport protein KpsM,kpsM
group_6234,pla,Coagulase/fibrinolysin;hypothetical protein,pla
group_4807,yajO_1,1-deoxyxylulose-5-phosphate synthase YajO,yajO
group_4745,groL1_3,60 kDa chaperonin 1,groL1
group_4744,groL1_3,60 kDa chaperonin 1,groL1
group_2481,yqaA,Inner membrane protein YqaA,yqaA
group_711,resA_1,Thiol-disulfide oxidoreductase ResA,resA
group_340,spuC_3,Putrescine--pyruvate aminotransferase,spuC
group_5694,hcnB_2,Hydrogen cyanide synthase subunit HcnB;hypothetical protein,hcnB
group_5609,pgrR_2,hypothetical protein;HTH-type transcriptional regulator PgrR,pgrR
group_5298,nadE_1,NH(3)-dependent NAD(+) synthetase,nadE
group_2533,IMPDH_1,Inosine-5'-monophosphate dehydrogenase,IMPDH
group_2035,hin_2,DNA-invertase hin,hin
group_1324,occP_2,Octopine permease ATP-binding protein P,occP
group_323,gatA_1,Glutamyl-tRNA(Gln) amidotransferase subunit A,gatA
group_6571,traC_2,hypothetical protein;DNA primase TraC,traC
group_5702,rhtC_2,hypothetical protein;Threonine efflux protein,rhtC
group_5455,resA_2,hypothetical protein;Thiol-disulfide oxidoreductase ResA,resA
group_1973,xerC_11,Tyrosine recombinase XerC,xerC
group_6725,yhdY_1,Inner membrane amino-acid ABC transporter permease protein YhdY;hypothetical protein,yhdY
group_6404,ligD_3,Multifunctional non-homologous end joining protein LigD,ligD
group_5400,gsiB,Glutathione-binding protein GsiB,gsiB
group_4858,fni_1,Isopentenyl-diphosphate delta-isomerase,fni
group_4857,glnT_1,Glutamine synthetase,glnT
group_4851,hin_1,DNA-invertase hin,hin
group_4623,cspA_1,Cold shock protein CspA,cspA
group_3167,lsrG,(4S)-4-hydroxy-5-phosphonooxypentane-23-dione isomerase,lsrG
group_2242,lysN_2,2-aminoadipate transaminase,lysN
group_1818,comR_1,HTH-type transcriptional repressor ComR,comR
group_1725,degU_3,Transcriptional regulatory protein DegU,degU
group_1711,folD_3,Bifunctional protein FolD protein,folD
group_1627,ompR_1,Transcriptional regulatory protein OmpR,ompR
group_1383,kdgR_1,Transcriptional regulator KdgR,kdgR
group_1217,araQ_2,L-arabinose transport system permease protein AraQ,araQ
group_1089,btuD_1,Vitamin B12 import ATP-binding protein BtuD,btuD
group_1074,dmlR_1,HTH-type transcriptional regulator DmlR,dmlR
group_988,gsiC_6,Glutathione transport system permease protein GsiC,gsiC
group_975,oppD_5,Oligopeptide transport ATP-binding protein OppD,oppD
group_937,dppD_1,Dipeptide transport ATP-binding protein DppD,dppD
group_525,penM,Pentalenolactone synthase,penM
group_482,xerC_13,Tyrosine recombinase XerC,xerC
group_136,recF_1,DNA replication and repair protein RecF,recF
group_70,copA_1,Copper-exporting P-type ATPase,copA
group_6624,tycC,Tyrocidine synthase 3;hypothetical protein,tycC
group_6337,traC_2,DNA primase TraC;hypothetical protein,traC
group_6164,vdh,hypothetical protein;Vitamin D(3) 25-hydroxylase,vdh
group_6056,alsT_2,Amino-acid carrier protein AlsT,alsT
group_6054,ros_5,Transcriptional regulatory protein ros,ros
group_6000,virD4_2,hypothetical protein;Protein VirD4,virD4
group_5994,pccB_2,Methylmalonyl-CoA carboxyltransferase 12S subunit;hypothetical protein;Propionyl-CoA carboxylase beta chain,pccB
group_5727,recD2_4,hypothetical protein;ATP-dependent RecD-like DNA helicase,recD2
group_5117,malT_2,HTH-type transcriptional regulator MalT;hypothetical protein,malT
group_4964,xerC_9,Tyrosine recombinase XerC,xerC
group_4955,dauA_1,C4-dicarboxylic acid transporter DauA,dauA
group_4928,ltrA_1,Group II intron-encoded protein LtrA,ltrA
group_4010,nocT,Nopaline-binding periplasmic protein,nocT
group_3598,acpP_3,Acyl carrier protein AcpP,acpP
group_3417,ligD_2,Multifunctional non-homologous end joining protein LigD,ligD
group_2985,hin_2,DNA-invertase hin,hin
group_2656,nylB',6-aminohexanoate-dimer hydrolase,nylB
group_2648,fitB_2,Toxin FitB,fitB
group_2590,nylB,6-aminohexanoate-dimer hydrolase,nylB
group_2501,folD_3,Bifunctional protein FolD protein,folD
group_1463,kduD_1,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,kduD
group_1361,xerC_10,Tyrosine recombinase XerC,xerC
group_1114,sugA_1,Trehalose transport system permease protein SugA,sugA
group_808,hipA_1,Serine/threonine-protein kinase toxin HipA,hipA
group_719,ugpC_1,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
group_620,gci_1,D-galactarolactone cycloisomerase,gci
group_6768,resA_2,Thiol-disulfide oxidoreductase ResA,resA
group_6543,xerC_7,hypothetical protein;Tyrosine recombinase XerC,xerC
group_6472,safD,Sulfoacetaldehyde dehydrogenase,safD
group_6176,scoA,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,scoA
group_6042,bepA_1,Protein adenylyltransferase,bepA
group_6022,carB_2,Carbamoyl-phosphate synthase large chain,carB
group_5685,hcnC,Hydrogen cyanide synthase subunit HcnC,hcnC
group_5525,purD_2,Phosphoribosylamine--glycine ligase;hypothetical protein,purD
group_5396,recF_3,DNA replication and repair protein RecF;hypothetical protein,recF
group_4960,atsK,Alpha-ketoglutarate-dependent sulfate ester dioxygenase,atsK
group_4959,atsK,Alpha-ketoglutarate-dependent sulfate ester dioxygenase,atsK
group_4927,ltrA_1,Group II intron-encoded protein LtrA,ltrA
group_4742,groL1_3,60 kDa chaperonin 1,groL1
group_4739,acpP_2,Acyl carrier protein,acpP
group_4675,xerC_2,Tyrosine recombinase XerC,xerC
group_3946,cspA_4,Cold shock protein CspA,cspA
group_2349,lrp_6,Leucine-responsive regulatory protein,lrp
group_2342,decR_2,DNA-binding transcriptional activator DecR,decR
group_2214,dapH_1,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,dapH
group_2131,rnhA_1,Ribonuclease H,rnhA
group_1788,sasA_6,Adaptive-response sensory-kinase SasA,sasA
group_1762,scoB,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B,scoB
group_1759,dapH_1,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,dapH
group_1688,hisQ_3,Histidine transport system permease protein HisQ,hisQ
group_1643,ltrA,Group II intron-encoded protein LtrA,ltrA
group_1611,occM_1,Octopine transport system permease protein OccM,occM
group_1558,scoA,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,scoA
group_1363,flhA_3,S-(hydroxymethyl)glutathione dehydrogenase,flhA
group_1328,ssuC_1,Putative aliphatic sulfonates transport permease protein SsuC,ssuC
group_1106,gsiD_4,Glutathione transport system permease protein GsiD,gsiD
group_1069,kce_2,3-keto-5-aminohexanoate cleavage enzyme,kce
group_1029,gsiC_4,Glutathione transport system permease protein GsiC,gsiC
group_1011,gcvA_7,Glycine cleavage system transcriptional activator,gcvA
group_819,xerC_7,Tyrosine recombinase XerC,xerC
group_739,dnaN_3,Beta sliding clamp,dnaN
group_632,resA_3,Thiol-disulfide oxidoreductase ResA,resA
group_626,lysN_1,2-aminoadipate transaminase,lysN
group_596,hipO_3,Hippurate hydrolase,hipO
group_481,ddl,D-alanine--D-alanine ligase,ddl
group_317,safD,Sulfoacetaldehyde dehydrogenase,safD
group_316,glnA_2,Glutamine synthetase,glnA
group_4861,purF_1,Amidophosphoribosyltransferase,purF
group_4510,xerC_9,Tyrosine recombinase XerC,xerC
group_3189,xerC_11,Tyrosine recombinase XerC,xerC
group_3147,btuC_1,Vitamin B12 import system permease protein BtuC,btuC
group_2647,nadK,NAD kinase,nadK
group_2610,fitB_1,Toxin FitB,fitB
group_2553,doeA_2,Ectoine hydrolase,doeA
group_2367,occT,Octopine-binding periplasmic protein,occT
group_2100,xerC_10,Tyrosine recombinase XerC,xerC
group_2076,xerC_7,Tyrosine recombinase XerC,xerC
group_2010,xerC_13,Tyrosine recombinase XerC,xerC
group_1820,serA_2,D-3-phosphoglycerate dehydrogenase,serA
group_1733,nadK,NAD kinase,nadK
group_1561,hisQ_3,Histidine transport system permease protein HisQ,hisQ
group_1489,hcaB_2,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,hcaB
group_1443,maiA_2,Maleate isomerase,maiA
group_1441,doeA_3,Ectoine hydrolase,doeA
group_1406,occP_2,Octopine permease ATP-binding protein P,occP
group_1320,oppF_3,Oligopeptide transport ATP-binding protein OppF,oppF
group_1257,gsiD_5,Glutathione transport system permease protein GsiD,gsiD
group_1226,sugA_4,Trehalose transport system permease protein SugA,sugA
group_1184,gsiD_1,Glutathione transport system permease protein GsiD,gsiD
group_1161,potB_3,Spermidine/putrescine transport system permease protein PotB,potB
group_1116,dppC_4,Dipeptide transport system permease protein DppC,dppC
group_1090,dmlR_8,HTH-type transcriptional regulator DmlR,dmlR
group_1039,gcvA_8,Glycine cleavage system transcriptional activator,gcvA
group_1017,ligD_5,Multifunctional non-homologous end joining protein LigD,ligD
group_983,thyX,Flavin-dependent thymidylate synthase,thyX
group_982,gsiC_9,Glutathione transport system permease protein GsiC,gsiC
group_979,gsiC_7,Glutathione transport system permease protein GsiC,gsiC
group_873,noc_3,Nucleoid occlusion protein,noc
group_872,gabD_3,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,gabD
group_870,noc_3,Nucleoid occlusion protein,noc
group_743,ligD_1,Multifunctional non-homologous end joining protein LigD,ligD
group_723,potA_5,Spermidine/putrescine import ATP-binding protein PotA,potA
group_717,ugpC_8,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
group_659,potD_2,Spermidine/putrescine-binding periplasmic protein,potD
group_613,xerC_9,Tyrosine recombinase XerC,xerC
group_599,doeA_1,Ectoine hydrolase,doeA
group_587,btuD_13,Vitamin B12 import ATP-binding protein BtuD,btuD
group_586,scmP_2,N-acetylcysteine deacetylase,scmP
group_576,scmP_2,N-acetylcysteine deacetylase,scmP
group_574,scmP_3,N-acetylcysteine deacetylase,scmP
group_564,scmP_3,N-acetylcysteine deacetylase,scmP
group_550,nylB,6-aminohexanoate-dimer hydrolase,nylB
group_508,intA,Prophage integrase IntA,intA
group_257,gsiB,Glutathione-binding protein GsiB,gsiB
group_182,entS_2,Enterobactin exporter EntS,entS
group_181,entS_2,Enterobactin exporter EntS,entS
group_177,appA_1,Oligopeptide-binding protein AppA,appA
group_142,stcD_2,putative N-methylproline demethylase,stcD
group_79,apc3_2,Acetophenone carboxylase gamma subunit,apc3
hdfR_3~~~hdfR_2,hdfR_3;hdfR_2,HTH-type transcriptional regulator HdfR,hdfR
ycaC_2~~~ycaC_1,ycaC_2;ycaC_1,putative hydrolase YcaC,ycaC
betS_2~~~betS_1~~~betS_3~~~betS,betS_2;betS_1;betS_3;betS,Glycine betaine/proline betaine transporter BetS,betS
rhaS_3~~~rhaS_2,rhaS_3;rhaS_2,HTH-type transcriptional activator RhaS,rhaS
bmaC_2~~~bmaC,bmaC_2;;bmaC,Adhesin BmaC autotransporter;hypothetical protein,bmaC
ybaA~~~ybaA_2,ybaA;ybaA_2,putative protein YbaA,ybaA
ybhN_2~~~ybhN_1,ybhN_2;ybhN_1,Inner membrane protein YbhN,ybhN
fixK_4~~~fixK_3~~~fixK_2,fixK_4;fixK_3;fixK_2,Nitrogen fixation regulation protein FixK,fixK
cya_1~~~cya_3,;cya_1;cya_3,hypothetical protein;Bifunctional hemolysin/adenylate cyclase,cya
pgdA_1~~~pgdA_2,pgdA_1;pgdA_2,Peptidoglycan deacetylase,pgdA
rip3~~~rip3_2,rip3;rip3_2,Putative zinc metalloprotease Rip3,rip3
ydiK_2~~~ydiK_1,ydiK_2;ydiK_1,Putative transport protein YdiK,ydiK
kpsM_1~~~kpsM_2,kpsM_1;kpsM_2,Polysialic acid transport protein KpsM,kpsM
dppB_6~~~dppB_1,dppB_6;dppB_1,Dipeptide transport system permease protein DppB,dppB
cpo_4~~~cpo_1,cpo_4;cpo_1,Non-heme chloroperoxidase,cpo
cycB_1~~~cycB_3,cycB_1;cycB_3,Cytochrome c-553I,cycB
mmsB_2~~~mmsB_1~~~mmsB,mmsB_2;mmsB_1;mmsB,putative 3-hydroxyisobutyrate dehydrogenase,mmsB
iorA_1~~~iorA_2,iorA_1;iorA_2,Isoquinoline 1-oxidoreductase subunit alpha,iorA
cya_3~~~cya_1,;cya_3;cya_1,hypothetical protein;Bifunctional hemolysin/adenylate cyclase,cya
pepT_1~~~pepT_3,pepT_1;pepT_3,Peptidase T,pepT
pqqE_1~~~pqqE_2~~~pqqE,pqqE_1;pqqE_2;pqqE,PqqA peptide cyclase,pqqE
dmlR_4~~~dmlR_1,;dmlR_4;dmlR_1,hypothetical protein;HTH-type transcriptional regulator DmlR,dmlR
asnB_2~~~asnB~~~asnB_1,asnB_2;asnB;asnB_1,Asparagine synthetase [glutamine-hydrolyzing] 1,asnB
mshA_5~~~mshA_10,mshA_5;mshA_10,D-inositol-3-phosphate glycosyltransferase,mshA
ros_4~~~ros_3,ros_4;ros_3,Transcriptional regulatory protein ros,ros
traC_1~~~traC,;traC_1;traC,hypothetical protein;DNA primase TraC,traC
ros_3~~~ros_2,ros_3;ros_2,Transcriptional regulatory protein ros,ros
hcaB_6~~~hcaB_2~~~hcaB_1~~~hcaB_4,hcaB_6;hcaB_2;hcaB_1;hcaB_4,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,hcaB
dadA_3~~~dadA_1,dadA_3;;dadA_1,D-amino acid dehydrogenase;hypothetical protein,dadA
pcm_3~~~pcm_1,pcm_3;;pcm_1,Protein-L-isoaspartate O-methyltransferase;putative protein,pcm
siaM_4~~~siaM_3,siaM_4;siaM_3,Sialic acid TRAP transporter large permease protein SiaM,siaM
suhB_2~~~suhB_1,suhB_2;suhB_1,Inositol-1-monophosphatase,suhB
dddP_2~~~dddP_1~~~dddP,dddP_2;dddP_1;;dddP,Dimethlysulfonioproprionate lyase DddP;hypothetical protein,dddP
hilA_1~~~hilA_2,hilA_1;hilA_2;,Transcriptional regulator HilA;hypothetical protein,hilA
rcsC_11~~~rcsC_4,rcsC_11;rcsC_4,Sensor histidine kinase RcsC,rcsC
betA_4~~~betA_5,betA_4;betA_5;,Oxygen-dependent choline dehydrogenase;putative GMC-type oxidoreductase,betA
uvrA_1~~~uvrA_2~~~uvrA,uvrA_1;uvrA_2;uvrA,UvrABC system protein A,uvrA
abo_2~~~abo_1,;abo_2;abo_1,hypothetical protein;4-methylaminobutanoate oxidase (formaldehyde-forming),abo
COQ5_5~~~COQ5_2,COQ5_5;COQ5_2,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial,COQ5
ssuB_2~~~ssuB_1,ssuB_2;ssuB_1,Aliphatic sulfonates import ATP-binding protein SsuB,ssuB
sucB_2~~~sucB_1,sucB_2;sucB_1;,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex;hypothetical protein,sucB
fecE_1~~~fecE_2,fecE_1;fecE_2,Fe(3+) dicitrate transport ATP-binding protein FecE,fecE
lutR_7~~~lutR_10~~~lutR_5,lutR_7;lutR_10;lutR_5,HTH-type transcriptional regulator LutR,lutR
yhdY_3~~~yhdY_2,yhdY_3;yhdY_2,Inner membrane amino-acid ABC transporter permease protein YhdY,yhdY
caiD_2~~~caiD_1,caiD_2;caiD_1,Carnitinyl-CoA dehydratase,caiD
pcaJ_2~~~pcaJ_1~~~pcaJ,pcaJ_2;pcaJ_1;pcaJ,3-oxoadipate CoA-transferase subunit B,pcaJ
mshA_9~~~mshA_4,mshA_9;mshA_4,D-inositol-3-phosphate glycosyltransferase,mshA
sasA_5~~~sasA_2,sasA_5;sasA_2,Adaptive-response sensory-kinase SasA,sasA
noc_4~~~noc_5~~~noc_1,noc_4;noc_5;noc_1,Nucleoid occlusion protein,noc
rcsC_10~~~rcsC_5,rcsC_10;rcsC_5,Sensor histidine kinase RcsC,rcsC
rfbC_1~~~rfbC_2,rfbC_1;rfbC_2,dTDP-4-dehydrorhamnose 35-epimerase,rfbC
gno_3~~~gno_2,gno_3;gno_2,Gluconate 5-dehydrogenase,gno
gcvA_5~~~gcvA_2,gcvA_5;gcvA_2,Glycine cleavage system transcriptional activator,gcvA
dppC_1~~~dppC_3,dppC_1;dppC_3,Dipeptide transport system permease protein DppC,dppC
dctD_1~~~dctD_2,dctD_1;dctD_2,C4-dicarboxylate transport transcriptional regulatory protein DctD,dctD
fabG_11~~~fabG_1,fabG_11;;fabG_1,3-oxoacyl-[acyl-carrier-protein] reductase FabG;hypothetical protein,fabG
ndvB_2~~~ndvB_1~~~ndvB_3,;ndvB_2;ndvB_1;ndvB_3,hypothetical protein;Cyclic beta-(12)-glucan synthase NdvB,ndvB
clpB~~~clpB_2,;clpB;clpB_2,hypothetical protein;Chaperone protein ClpB,clpB
sir_1~~~sir_2~~~sir,sir_1;;sir_2;sir,Sulfite reductase [ferredoxin];hypothetical protein,sir
cobN_1~~~cobN_2~~~cobN,cobN_1;cobN_2;cobN;,Aerobic cobaltochelatase subunit CobN;hypothetical protein,cobN
glcB_3~~~glcB_2~~~glcB_1~~~glcB,glcB_3;glcB_2;glcB_1;glcB,Malate synthase G,glcB
pal_2~~~pal_3~~~pal_1,pal_2;;pal_3;pal_1,Peptidoglycan-associated lipoprotein;hypothetical protein,pal
ftsH_1~~~ftsH~~~ftsH_2,;ftsH_1;ftsH;ftsH_2,hypothetical protein;ATP-dependent zinc metalloprotease FtsH,ftsH
bcsA_2~~~bcsA~~~bcsA_1,;bcsA_2;bcsA;bcsA_1,hypothetical protein;Cellulose synthase catalytic subunit [UDP-forming],bcsA
mglA_2~~~mglA_1~~~mglA_9,mglA_2;mglA_1;mglA_9,Galactose/methyl galactoside import ATP-binding protein MglA,mglA
ruvB_1~~~ruvB_2~~~ruvB,ruvB_1;ruvB_2;ruvB,Holliday junction ATP-dependent DNA helicase RuvB,ruvB
fixN_2~~~fixN_4,fixN_2;fixN_4,Cytochrome c oxidase subunit 1  bacteroid,fixN
prsD_2~~~prsD_3~~~prsD_1,prsD_2;prsD_3;prsD_1,Type I secretion system ATP-binding protein PrsD,prsD
paoA_2~~~paoA_1,paoA_2;paoA_1,Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA,paoA
ubiL_2~~~ubiL_1,ubiL_2;;ubiL_1,Ubiquinone hydroxylase UbiL;hypothetical protein,ubiL
fixN_2~~~fixN_1,;fixN_2;fixN_1,hypothetical protein;Cytochrome c oxidase subunit 1  bacteroid,fixN
aatA_1~~~aatA_2~~~aatA,aatA_1;aatA_2;aatA,Aspartate/prephenate aminotransferase,aatA
cmoB_2~~~cmoB_1,cmoB_2;cmoB_1,tRNA U34 carboxymethyltransferase,cmoB
paoC_1~~~paoC_2,paoC_1;paoC_2,Aldehyde oxidoreductase molybdenum-binding subunit PaoC,paoC
malP_2~~~malP_1~~~malP,malP_2;malP_1;malP,Maltodextrin phosphorylase,malP
ogt_1~~~ogt_2,ogt_1;ogt_2,Methylated-DNA--protein-cysteine methyltransferase,ogt
nicS_1~~~nicS_2,;nicS_1;nicS_2,hypothetical protein;HTH-type transcriptional repressor NicS,nicS
gsiA_15~~~gsiA_5,gsiA_15;gsiA_5;,Glutathione import ATP-binding protein GsiA;hypothetical protein,gsiA
mglA_9~~~mglA_8~~~mglA_6~~~mglA_4,;mglA_9;mglA_8;mglA_6;mglA_4,hypothetical protein;Galactose/methyl galactoside import ATP-binding protein MglA,mglA
gsiA_2~~~gsiA_14~~~gsiA_5,gsiA_2;gsiA_14;;gsiA_5,Glutathione import ATP-binding protein GsiA;putative ABC transporter ATP-binding protein,gsiA
carB_2~~~carB_1~~~carB,carB_2;carB_1;carB,Carbamoyl-phosphate synthase large chain,carB
gsiA_1~~~gsiA_2~~~gsiA_11,gsiA_1;gsiA_2;gsiA_11,Glutathione import ATP-binding protein GsiA,gsiA
echA8_2~~~echA8_4,echA8_2;echA8_4,putative enoyl-CoA hydratase echA8,echA8
alaS_1~~~alaS_2~~~alaS,alaS_1;alaS_2;alaS,Alanine--tRNA ligase,alaS
trxB_2~~~trxB_3~~~trxB_1,trxB_2;trxB_3;trxB_1,Thioredoxin reductase,trxB
des_2~~~des_1~~~des,des_2;des_1;des,Fatty acid desaturase,des
livF_3~~~livF_1,livF_3;livF_1,High-affinity branched-chain amino acid transport ATP-binding protein LivF,livF
spuC_3~~~spuC_2~~~spuC_1,;spuC_3;spuC_2;spuC_1,hypothetical protein;Putrescine--pyruvate aminotransferase,spuC
argC_2~~~argC_1~~~argC,argC_2;argC_1;argC,N-acetyl-gamma-glutamyl-phosphate reductase,argC
phnM_1~~~phnM_2~~~phnM,phnM_1;phnM_2;phnM,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase,phnM
rpoD_2~~~rpoD_1~~~rpoD,rpoD_2;rpoD_1;rpoD,RNA polymerase sigma factor RpoD,rpoD
purF_1~~~purF_3,;purF_1;purF_3,hypothetical protein;Amidophosphoribosyltransferase,purF
siaM_3~~~siaM_1,siaM_3;siaM_1,Sialic acid TRAP transporter large permease protein SiaM,siaM
valS~~~valS_2~~~valS_1,valS;valS_2;valS_1;,Valine--tRNA ligase;hypothetical protein,valS
bepC_1~~~bepC~~~bepC_2,bepC_1;bepC;bepC_2,Outer membrane efflux protein BepC,bepC
purL_2~~~purL~~~purL_1,purL_2;purL;purL_1,Phosphoribosylformylglycinamidine synthase subunit PurL,purL
deoR_2~~~deoR_3~~~deoR_4,;deoR_2;deoR_3;deoR_4,hypothetical protein;Deoxyribonucleoside regulator,deoR
nifH~~~nifH_2,nifH;;nifH_2,Nitrogenase iron protein;hypothetical protein,nifH
rbsA_6~~~rbsA_5~~~rbsA_4,rbsA_6;;rbsA_5;rbsA_4,Ribose import ATP-binding protein RbsA;hypothetical protein,rbsA
apnL_1~~~apnL_2~~~apnL,apnL_1;apnL_2;apnL,D-apionate lactonase,apnL
entS_3~~~entS_1,;entS_3;entS_1,hypothetical protein;Enterobactin exporter EntS,entS
gsiA_12~~~gsiA_3,gsiA_12;;gsiA_3,Glutathione import ATP-binding protein GsiA;hypothetical protein,gsiA
nfdA_1~~~nfdA_3,;nfdA_1;nfdA_3,hypothetical protein;N-substituted formamide deformylase,nfdA
ino1_2~~~ino1_1~~~ino1,ino1_2;ino1_1;ino1,Inositol-3-phosphate synthase,ino1
lepA_2~~~lepA_1~~~lepA,lepA_2;lepA_1;lepA,Elongation factor 4,lepA
pobA_2~~~pobA_1~~~pobA,pobA_2;pobA_1;pobA,p-hydroxybenzoate hydroxylase,pobA
htpG_1~~~htpG_2~~~htpG,htpG_1;htpG_2;htpG,Chaperone protein HtpG,htpG
melA_1~~~melA_2,melA_1;;melA_2,Alpha-galactosidase;hypothetical protein,melA
pccB~~~pccB_1,pccB;pccB_1,Propionyl-CoA carboxylase beta chain,pccB
bhbA_1~~~bhbA_2,bhbA_1;bhbA_2,Methylmalonyl-CoA mutase,bhbA
gcd_1~~~gcd~~~gcd_2,gcd_1;gcd;gcd_2,Quinoprotein glucose dehydrogenase,gcd
katG_2~~~katG_1~~~katG,katG_2;katG_1;katG,Catalase-peroxidase,katG
codA_1~~~codA_2,codA_1;codA_2,Cytosine deaminase,codA
paoC_3~~~paoC_2,paoC_3;paoC_2,Aldehyde oxidoreductase molybdenum-binding subunit PaoC,paoC
mshA_12~~~mshA_8~~~mshA_3,;mshA_12;mshA_8;mshA_3,hypothetical protein;D-inositol-3-phosphate glycosyltransferase,mshA
mrcA_1~~~mrcA_2,mrcA_1;mrcA_2,Penicillin-binding protein 1A,mrcA
mshA_14~~~mshA_1,mshA_14;;mshA_1,D-inositol-3-phosphate glycosyltransferase;hypothetical protein,mshA
topA_1~~~topA_2~~~topA,topA_1;topA_2;topA,DNA topoisomerase 1,topA
ctpF_2~~~ctpF~~~ctpF_1,;ctpF_2;ctpF;ctpF_1,hypothetical protein;putative cation-transporting ATPase F,ctpF
soxA_4~~~soxA_3~~~soxA_1,soxA_4;soxA_3;soxA_1,Sarcosine oxidase subunit alpha,soxA
cheB_1~~~cheB_7,;cheB_1;cheB_7,hypothetical protein;Blue-light-activated histidine kinase 1;Protein-glutamate methylesterase/protein-glutamine glutaminase,cheB
pdhS_2~~~pdhS_1~~~pdhS,pdhS_2;pdhS_1;pdhS,Cell-division control histidine kinase PdhS,pdhS
cheB_5~~~cheB_3,;cheB_5;cheB_3,hypothetical protein;Protein-glutamate methylesterase/protein-glutamine glutaminase,cheB
dmdC_3~~~dmdC_2~~~dmdC_1,dmdC_3;dmdC_2;dmdC_1,3-methylmercaptopropionyl-CoA dehydrogenase,dmdC
kup_5~~~kup_2~~~kup_4,kup_5;kup_2;kup_4,Low affinity potassium transport system protein kup,kup
alsT_2~~~alsT_1,alsT_2;alsT_1,Amino-acid carrier protein AlsT,alsT
fixN_3~~~fixN_4~~~fixN_2,fixN_3;fixN_4;fixN_2,Cytochrome c oxidase subunit 1  bacteroid,fixN
ros_2~~~ros_1,ros_2;ros_1,Transcriptional regulatory protein ros,ros
yesO_1~~~yesO_2,yesO_1;yesO_2,Putative ABC transporter substrate-binding protein YesO,yesO
yjcS_2~~~yjcS~~~yjcS_1,yjcS_2;yjcS;yjcS_1,Putative alkyl/aryl-sulfatase YjcS,yjcS
kce_2~~~kce_1,kce_2;kce_1,3-keto-5-aminohexanoate cleavage enzyme,kce
acsA_2~~~acsA_3,acsA_2;acsA_3,Acetyl-coenzyme A synthetase,acsA
fabF_1~~~fabF_2~~~fabF_3,fabF_1;;fabF_2;fabF_3,3-oxoacyl-[acyl-carrier-protein] synthase 2;hypothetical protein,fabF
