gene,g4,g5,g6,g8,g9,g11,g13,g16,g17,g19
group_4617-ilvG-ribN_2~~~ribN_1,0,1,1,1,0,1,1,1,1,1
group_4626-group_5824-group_848,1,1,0,0,0,0,0,0,0,0
group_848-group_5824-gdhI,0,0,1,1,0,0,0,0,0,0
group_4636-group_5826-group_5137,1,1,1,1,1,1,1,0,0,0
group_5137-group_5826-namA~~~stcD~~~stcD_1,0,0,0,0,0,0,0,1,1,0
group_4656-group_5827-group_2950,0,0,0,0,0,0,0,1,1,0
group_4656-group_5827-group_5586,0,0,1,0,0,1,1,0,0,0
group_4669-group_5828-fixL_2~~~sasA_12~~~sasA_11,1,1,0,0,0,0,0,0,0,0
group_4678-xerD_1~~~xerC_5-group_3649,1,1,0,1,1,1,1,0,0,0
group_4678-xerD_1~~~xerC_5-group_5842,0,0,0,0,0,0,0,1,1,0
group_4684-fixN_3~~~fixN_4~~~fixN_2-group_3082,1,0,0,1,1,1,0,1,0,1
group_4701-alsT_2~~~alsT_1-group_5829,0,0,1,0,0,0,1,1,1,1
group_5829-alsT_2~~~alsT_1-group_6706,1,1,0,1,1,0,0,0,0,0
group_4719-kup_5~~~kup_2~~~kup_4-group_3083,0,0,1,1,1,1,1,0,0,0
group_4719-kup_5~~~kup_2~~~kup_4-group_4714,1,1,0,0,0,0,0,0,0,0
group_4719-kup_5~~~kup_2~~~kup_4-group_5978,0,0,0,0,0,0,0,1,1,1
group_4731-cspA_2~~~cspA_6-group_5836,0,0,0,0,0,0,0,1,1,1
group_5990-cspA_2~~~cspA_6-group_6613,0,0,1,0,1,0,1,0,0,0
group_4720-group_5831-group_5832,0,0,0,0,0,1,0,1,1,0
group_4730-group_5831-group_5832,1,1,1,0,1,0,0,0,0,1
acpP_6~~~acpP_3~~~acpP_2-group_5833-group_6615,0,0,0,0,0,0,0,1,1,1
group_4761-group_5834-group_1358,1,1,0,1,0,0,0,1,1,1
group_1358-group_5834-group_3274,0,0,1,0,0,1,1,0,0,0
group_4767-ynjB-ynjC,1,1,0,1,1,0,0,0,0,0
ynjC-ynjB-rcsC_14~~~rcsC_13,0,0,1,0,0,1,1,1,1,1
group_4773-cueO_1-group_4489,1,0,1,1,0,1,1,1,1,1
group_4489-cueO_1-group_882,0,1,0,0,1,0,0,0,0,0
group_6601-group_5835-pel_2~~~pel,0,0,1,0,0,1,0,0,0,0
alsT_1-group_5836-group_6696,0,1,0,1,1,0,1,0,0,0
yajO_1-yliI_2~~~yliI_1-group_4809,1,1,0,0,1,0,0,1,1,0
group_6067-group_5840-group_6616,0,0,0,0,0,1,1,0,0,0
group_4849-group_5841-group_4671,1,1,0,1,0,0,0,0,0,0
group_4630-group_5842-group_5992,1,1,0,1,0,0,0,0,0,0
xerD_1~~~xerC_5-group_5842-group_5992,0,0,0,0,0,0,0,1,1,0
group_4865-group_5844-group_5327,1,1,0,0,0,0,0,0,0,0
group_3631-group_5844-group_878,0,0,1,1,0,0,0,0,0,0
group_4869-group_5845-group_4871,1,1,1,0,0,0,0,0,0,0
group_3850-group_5847-group_4881,0,0,0,0,0,0,0,1,1,1
group_4881-group_5847-group_1427,1,1,0,1,1,0,0,0,0,0
group_4881-group_5848-group_5940,0,1,0,1,0,0,0,1,1,1
group_4885-group_5850-group_6593,0,0,1,0,0,1,0,0,0,0
group_4885-group_5850-acpP_6~~~acpP_3~~~acpP_2,0,0,0,0,0,0,0,1,1,1
group_6407-group_5852-group_6408,0,0,1,0,1,0,0,0,0,1
group_6407-group_5852-group_6551,1,1,0,0,0,0,0,0,0,0
group_215-group_5855-group_5940,0,0,0,0,0,1,1,0,0,0
group_4953-group_5857-group_2779,0,0,1,0,0,1,0,0,0,0
group_3834-group_5857-group_2779,1,1,0,1,1,0,0,1,1,1
group_4965-group_5858-group_6196,0,0,1,0,0,1,0,0,0,0
group_4966-group_5860-group_5002,0,0,0,0,0,0,0,1,1,0
group_5031-cheB_1~~~cheB_7-group_6087,1,1,1,1,1,0,1,1,1,1
group_5040-ctpF_2~~~ctpF~~~ctpF_1-group_3712,0,1,1,1,1,1,1,1,1,0
group_5040-ctpF_2~~~ctpF~~~ctpF_1-group_1601,1,0,0,0,0,0,0,0,0,1
cdhR_4~~~cdhR_5-dmlR_10-bauC,1,1,1,1,1,0,0,1,1,0
bauC-dmlR_10-group_5435,0,0,0,0,0,1,1,0,0,1
group_5057-opuAA_3-group_1004,1,1,1,1,1,0,0,0,1,0
mdtL-codA_1~~~codA_2-group_5176,1,1,1,1,1,0,1,1,1,1
carB_3~~~accA1_1~~~carB_1~~~accA1_2-pccB~~~pccB_1-pccR,1,1,1,1,1,0,1,1,1,1
rhaR_6~~~rhaR_1-melA_1~~~melA_2-agpA_2,1,0,1,1,1,1,1,1,1,1
group_5065-group_5876-group_2143,1,1,0,1,1,1,0,1,1,1
group_5072-garB_2~~~merA-sasA_10,1,1,1,1,1,0,0,1,1,0
group_5072-garB_2~~~merA-group_2249,0,0,0,0,0,1,1,0,0,1
group_5079-group_5882-group_3177,0,0,1,0,1,0,0,1,0,0
group_5079-group_5882-group_5371,1,1,0,1,0,1,1,0,1,1
group_5087-tmd-group_4985,0,0,0,0,0,0,1,0,0,1
group_5087-tmd-group_4635,1,1,1,0,1,1,0,0,0,0
group_5087-tmd-group_5398,0,0,0,0,0,0,0,1,1,0
yciC_2-nfdA_1~~~nfdA_3-group_1403,1,0,0,0,0,1,0,0,0,0
yciC_2-nfdA_1~~~nfdA_3-abgB_2,0,1,1,1,1,0,1,1,1,1
dadD-fdhL_1~~~betA_3-group_1822,0,0,0,0,0,0,0,0,1,1
group_5105-gsiB~~~hbpA_3-dppB_3~~~dppB_7,1,1,0,1,1,0,0,1,1,0
group_5120-norG~~~hisC_5-group_476,1,1,1,1,1,1,1,1,1,0
ubiJ-ubiD_1~~~ubiD_2~~~bsdB-group_5053,1,1,1,1,1,1,0,1,1,1
hdfR_6-katA-oxyR_3,1,1,0,1,1,1,1,1,1,1
sasA_10-badA-group_5949,0,0,1,1,1,1,1,1,1,1
group_283-badA-group_5949,1,1,0,0,0,0,0,0,0,0
btuD_9~~~ugpC_8-davD_4~~~davD_3~~~gabD_3-group_5977,1,1,0,1,0,0,0,1,1,1
group_5128-deoR_2~~~deoR_3~~~deoR_4-budC,1,1,0,0,0,0,0,0,0,1
budC-deoR_2~~~deoR_3~~~deoR_4-aplK,0,0,1,1,1,1,1,1,1,0
group_5151-radA-alr,1,1,1,0,1,1,1,1,1,1
group_2333-ddl_1~~~ddlB-ftsQ,0,0,0,0,0,0,0,0,1,1
ftsQ-ddl_1~~~ddlB-aqpZ2,1,1,1,1,1,1,1,1,0,0
group_5170-dmlR_3~~~dmlR_9~~~hdfR_1-group_2264,1,1,0,1,1,0,0,1,1,0
group_5170-dmlR_3~~~dmlR_9~~~hdfR_1-nemA_1,0,0,1,0,0,1,1,0,0,0
group_5194-group_5905-group_6187,1,0,1,1,1,1,1,1,1,1
group_5195-rutD-group_3420,0,0,1,0,0,0,0,0,0,1
group_3420-rutD-pal_1,0,0,0,0,0,1,1,0,0,0
ytfF~~~ytfF_1-argP~~~dmlR_5-group_6413,1,1,0,0,1,0,0,1,1,1
noc_1~~~noc_2-group_5909-group_3223,0,0,0,0,0,0,0,1,1,0
group_4697-group_5910-sufT,1,1,0,1,0,0,0,0,0,0
nirK-group_5910-sufT,0,0,1,0,1,0,1,1,1,1
group_5242-group_5914-tal,1,1,1,1,1,0,1,1,1,1
group_5247-flhA_1-fghA_1,1,0,1,1,1,1,1,1,1,1
group_5250-flhA_2-group_2445,1,1,1,0,1,1,1,1,1,1
group_5265-asnB_3~~~asnB_1~~~purF_3~~~purF_1-group_4405,1,1,0,1,0,1,1,1,1,1
group_4405-asnB_3~~~asnB_1~~~purF_3~~~purF_1-fadD_2~~~lcfB_1,0,0,1,0,1,0,0,0,0,0
mshA_5-group_5917-pglH,1,1,1,1,1,0,1,1,1,1
group_1449-group_5919-group_2878,1,1,0,1,0,1,1,0,0,0
group_3917-trpS-group_5282,0,0,1,0,0,0,0,0,0,1
group_5282-trpS-group_2729,1,1,0,1,1,1,1,1,1,0
group_5284-group_5921-hmp_2~~~hmp_1,1,1,1,1,1,1,1,0,0,1
group_5284-group_5921-group_4402,0,0,0,0,0,0,0,1,1,0
cheB_2-group_5922-group_4952,0,0,0,0,0,1,1,0,0,0
gbuB~~~opuAB-gbuC-group_682,1,1,1,1,1,0,1,1,1,1
group_5294-wcaJ-bshA_2,1,1,1,0,1,1,1,1,1,1
adh1_1-dtnK~~~nanR_5~~~lutR_8~~~lutR_3-ydbD,1,1,1,1,1,1,1,1,1,0
group_5319-namA~~~stcD~~~stcD_1-group_4636,1,1,1,1,1,1,1,0,0,1
group_5319-namA~~~stcD~~~stcD_1-group_5826,0,0,0,0,0,0,0,1,1,0
group_921-group_5928-group_5484,1,1,0,1,1,1,1,1,1,1
group_949-scpB_1-group_5929,1,1,1,1,0,0,0,0,0,0
group_5346-ydaD_1-group_4275,0,0,1,0,0,0,1,1,1,0
group_5346-ydaD_1-group_5505,0,0,0,1,1,0,0,0,0,1
group_1876-group_5933-group_6415,0,1,0,0,0,1,0,1,0,0
allA_1~~~allA_2-group_5933-group_6415,1,0,1,1,1,0,1,0,1,1
group_5718-nicS_1~~~nicS_2-aroE_2,0,0,1,0,0,1,1,0,0,0
group_2061-nicS_1~~~nicS_2-aroE_2,1,1,0,1,1,0,0,1,1,0
group_5377-pgrR_3~~~pgrR_4~~~pgrR_16-group_1785,0,0,0,1,1,1,0,1,1,1
group_5409-group_5940-group_5848,0,1,0,1,0,0,0,1,1,1
group_5409-group_5940-group_5855,0,0,1,0,0,1,1,0,0,0
group_1298-hutH_1-group_1243,1,1,0,1,0,0,0,0,1,1
group_1243-hutH_1-hutI,0,0,1,0,1,1,1,1,0,0
otsA-ettA_1~~~yheS_1-group_4184,0,0,0,0,0,0,0,1,1,0
otsA-ettA_1~~~yheS_1-group_6621,1,1,1,1,1,1,1,0,0,1
ecfG_1~~~ecfG_2-apr-group_3009,1,1,1,1,1,1,0,1,1,1
bdhA-group_5942-ndhM~~~xdhA_1,1,0,1,1,1,1,1,1,1,1
chmD~~~gmd~~~strE-cmoB_2~~~cmoB_1-group_2352,0,0,1,0,0,1,1,0,0,0
chmD~~~gmd~~~strE-cmoB_2~~~cmoB_1-aroE_1,1,1,0,1,1,0,0,1,1,0
group_1417-fixN_2~~~fixN_1-fnr,1,1,1,0,1,1,1,1,1,1
group_2004-group_5944-group_5459,1,0,0,0,0,0,0,0,0,1
group_5459-group_5944-bshA_2~~~bshA_1,0,1,1,1,1,1,1,1,1,0
group_5485-group_5947-group_5519,1,1,1,1,1,1,1,0,0,0
group_5485-group_5948-group_3686,1,1,1,1,1,0,1,1,1,0
group_1774-group_5950-group_5493,0,0,1,1,0,0,0,0,0,0
group_5493-group_5950-livH_3,1,1,0,0,1,1,1,1,1,1
rocB-emrB_2~~~mdtD_1-group_6361,0,1,1,1,1,1,1,0,1,1
group_4005-emrB_2~~~mdtD_1-group_6361,1,0,0,0,0,0,0,1,0,0
group_5516-fixN_2~~~fixN_4-fixN_3~~~fixN_4~~~fixN_2,0,0,0,0,0,0,1,0,1,0
group_5516-fixN_2~~~fixN_4-group_4685,0,0,1,0,1,0,0,1,0,0
group_5516-fixN_2~~~fixN_4-fixN_3,1,0,0,1,0,1,0,0,0,1
dnaA_1-group_5953-group_5462,1,0,1,1,1,1,1,1,1,1
group_5564-group_5954-group_2035,0,0,0,0,0,1,1,0,0,0
group_2035-group_5954-group_4797,1,1,1,1,0,0,0,0,0,0
group_4648-pat_2-group_5588,1,1,0,1,0,0,0,0,0,0
group_5588-pat_2-group_3683,0,0,1,0,1,0,1,0,1,1
group_5593-group_5957-tspO,1,1,1,1,1,1,1,1,0,1
nifD_1~~~nifD_2-group_5960-group_4436,1,1,1,0,1,1,1,1,1,0
nifD_1~~~nifD_2-group_5960-group_4164,0,0,0,1,0,0,0,0,0,1
group_5317-group_5961-clpB~~~clpB_2,1,1,1,1,0,0,0,1,1,0
group_5751-group_5961-clpB~~~clpB_2,0,0,0,0,0,1,1,0,0,0
group_5646-group_5965-group_5747,1,1,0,1,0,0,0,0,0,0
group_5646-group_5965-group_4884,0,0,1,0,0,1,1,0,0,0
group_4884-group_5965-group_2511,0,0,0,0,0,0,0,1,1,1
group_5656-group_5967-group_6419,1,1,0,1,1,1,0,1,1,1
group_5656-group_5967-group_6521,0,0,1,0,0,0,1,0,0,0
group_1010-bepG-group_6008,0,0,1,0,1,0,0,0,1,0
mdtE-bepG-group_6008,1,1,0,1,0,1,1,1,0,1
todT_3-sasA_11~~~sasA_6-tmoT_3,1,1,0,1,1,0,0,0,1,0
group_2957-group_5971-group_2619,0,0,0,0,0,0,0,1,1,0
group_5706-group_5972-group_4215,0,0,1,0,0,1,0,0,0,0
group_6311-group_5972-group_6501,1,1,0,0,0,0,0,0,0,0
traG~~~virD4_2-group_5973-group_6062,0,0,1,0,0,1,0,0,0,0
traG~~~virD4_2-group_5973-recD2_4~~~recD2_2,0,0,0,0,1,0,1,0,0,0
group_3418-group_5976-group_3370,1,0,0,0,0,1,0,1,1,0
group_3370-group_5976-gcvT_3~~~gcvT_2,0,1,1,1,1,0,1,0,0,1
davD_4~~~davD_3~~~gabD_3-group_5977-group_3412,1,1,0,1,0,0,0,1,1,1
group_2388-group_5977-malK_5,0,0,1,0,0,1,1,0,0,0
group_5742-group_5978-kup_5~~~kup_2~~~kup_4,0,0,0,0,0,0,0,1,1,1
group_5742-group_5978-group_4459,1,1,1,0,0,1,1,0,0,0
group_5092-group_5979-group_3503,1,1,1,0,1,1,1,1,1,1
group_3533-group_5980-group_5749,0,0,1,0,0,1,1,0,0,0
group_5749-group_5980-group_4031,1,1,0,1,1,0,0,1,1,0
group_5752-yddA-queE,0,0,1,0,0,1,1,1,1,1
queE-yddA-group_3579,1,1,0,1,1,0,0,0,0,0
group_4328-group_5981-group_6422,1,1,0,1,1,0,0,1,1,0
group_6422-group_5981-group_6595,0,0,1,0,0,1,1,0,0,1
group_5771-group_5982-group_3305,1,1,0,1,1,0,0,1,1,0
group_3853-group_5983-group_6014,1,1,1,1,1,1,1,1,0,1
group_5243-group_5985-group_6237,1,1,0,0,0,0,0,0,0,0
group_4205-group_5986-group_6597,1,1,0,1,0,0,0,0,0,0
group_4476-group_5988-group_767,1,1,0,0,1,0,0,1,1,0
group_767-group_5988-group_6370,0,0,1,1,0,0,0,0,0,0
group_4652-group_5989-group_4596,0,0,0,0,0,0,0,1,1,0
group_4596-group_5989-group_6695,0,1,0,1,1,0,0,0,0,0
cspA_2~~~cspA_6-group_5990-group_6614,0,0,1,0,1,0,1,0,0,0
group_2220-group_5991-group_6424,1,1,1,1,0,0,0,0,0,0
group_5842-group_5992-group_5822,0,0,0,0,0,0,0,1,1,0
group_5842-group_5992-xerD_2~~~xerC_1,1,1,1,1,0,0,0,0,0,0
group_4886-group_5993-group_6620,1,1,0,1,0,0,0,0,0,0
alkJ_1~~~alkJ_2~~~alkJ_7-metH_2-group_607,1,1,1,1,1,1,1,0,1,1
agpA_1~~~agpA_2~~~agpA_3-exuR_2-group_5049,1,1,0,0,1,0,0,1,1,0
bauA_1~~~bauA_2-adeC_1~~~ade_1~~~ade_2-group_2767,1,1,1,1,1,1,1,0,1,1
group_3360-sufT-group_5910,1,1,1,1,1,0,1,1,1,1
group_5932-group_6002-group_5686,0,0,1,0,1,1,1,1,1,0
group_3262-pal_2~~~pal_3~~~pal_1-artJ_2,1,1,1,1,1,0,0,1,1,0
artJ_2-pal_2~~~pal_3~~~pal_1-esiB,0,0,0,0,0,1,1,0,0,1
kdpE~~~cheB_3-kdpD~~~sasA_1-kdpC,1,1,0,1,1,1,1,1,1,1
group_4651-gci_3~~~gci_4~~~dgoD_1-group_2975,0,0,0,0,0,0,0,1,1,0
group_2975-gci_3~~~gci_4~~~dgoD_1-malK_5,1,1,0,1,0,0,0,0,0,1
group_4355-group_6009-group_6707,1,1,0,1,0,0,0,0,0,0
group_5151-purF_4~~~purF_3~~~purF_2~~~yciK-group_5945,0,1,1,0,1,0,1,1,1,0
group_1647-purF_4~~~purF_3~~~purF_2~~~yciK-group_5945,1,0,0,1,0,1,0,0,0,1
ompR_3-sasA_4~~~envZ~~~sasA_9~~~sasA_13-group_4749,1,1,0,0,0,0,0,0,0,0
ompR_3-sasA_4~~~envZ~~~sasA_9~~~sasA_13-iorA_1~~~iorA_2,0,0,1,1,1,1,1,0,1,1
group_5983-group_6014-rspR_5,1,1,0,0,1,1,1,1,1,1
group_6001-ydbD-dtnK~~~nanR_5~~~lutR_8~~~lutR_3,1,1,1,1,1,1,1,1,1,0
group_6335-group_6015-group_6425,0,0,1,0,0,1,0,0,0,0
group_6426-group_6015-group_6427,1,1,0,1,0,0,0,0,0,0
group_754-group_6016-group_5127,0,0,0,0,0,1,1,0,0,0
group_2897-group_6017-group_3658,1,1,0,1,0,0,0,0,0,0
group_2897-group_6017-group_6246,0,0,0,0,1,0,0,1,1,1
group_6246-group_6017-group_345,0,0,1,0,0,1,1,0,0,0
group_3620-group_6018-group_6458,0,0,0,0,0,1,1,0,0,0
group_4620-group_6019-group_3804,1,1,0,1,1,1,1,0,1,0
group_1454-group_6023-group_646,0,0,0,0,0,1,1,0,0,0
group_646-group_6023-group_3608,1,1,0,1,0,0,0,0,0,0
group_5557-group_6024-group_771,0,0,1,0,0,1,0,0,0,0
group_6456-group_6025-group_6560,0,1,0,1,0,0,0,0,0,0
group_1947-group_6027-group_4163,1,1,0,1,0,0,0,0,0,0
group_4163-group_6027-group_3506,0,0,1,0,0,1,1,1,1,1
group_1006-yflN-group_6028,1,1,1,1,1,1,1,0,1,1
yflN-group_6028-group_589,1,1,1,1,1,1,1,1,1,0
group_4097-group_6029-group_1743,0,0,1,0,0,1,1,0,0,0
group_3684-group_6030-group_2893,0,0,0,1,1,0,0,0,0,1
group_3684-group_6030-group_6703,0,0,0,0,0,0,0,1,1,0
group_4946-group_6030-group_2893,0,0,1,0,0,0,1,0,0,0
group_2893-group_6030-group_4645,1,1,0,0,0,0,0,0,0,0
group_3753-acuI_2~~~acuI_1~~~acuI-gsiA_10~~~gsiA_8,0,0,0,0,0,0,0,1,1,0
group_4041-group_6032-group_6432,0,0,0,0,0,1,1,0,0,0
group_4496-group_6032-group_6432,0,0,0,0,0,0,0,1,1,0
group_6038-group_6033-group_4052,0,0,0,0,1,0,0,1,0,0
group_4400-group_6034-group_5398,0,0,0,0,0,1,1,0,0,0
group_4737-group_6036-group_4967,0,0,1,0,0,1,0,0,0,0
group_4698-group_6037-group_6038,1,1,0,1,1,0,0,1,1,1
group_6038-group_6037-group_4655,0,0,0,0,0,1,1,0,0,0
group_6037-group_6038-group_6033,0,0,0,0,1,0,0,1,0,0
group_6037-group_6038-group_4052,1,1,0,1,0,0,0,0,1,1
acuI_2~~~acuI_1~~~acuI-gsiA_10~~~gsiA_8-gsiD_4,1,1,0,0,0,0,0,1,1,0
group_4737-group_6040-group_6041,0,0,1,0,1,1,0,0,0,0
group_3301-group_6041-group_6055,0,0,0,0,0,0,0,1,1,0
group_6040-group_6041-group_6659,0,0,1,0,1,1,0,0,0,0
group_2605-group_6045-rcsC_8,1,1,0,0,0,0,0,0,0,0
aspS-group_6045-groL2,0,0,0,1,0,1,1,1,1,1
group_6454-group_6046-group_6557,0,0,1,0,0,0,1,0,0,0
cpo_1-group_6049-group_6051,0,0,0,0,0,0,1,0,0,1
group_4454-group_6049-group_5573,0,0,0,0,0,1,0,0,1,0
group_4454-group_6049-group_6051,0,0,1,0,1,0,0,1,0,0
group_4664-group_6049-group_6051,1,1,0,0,0,0,0,0,0,0
iorA_2~~~iorA_1-rhaS_1~~~rclR_2-group_6050,0,0,0,0,0,1,1,0,0,1
group_6050-rhaS_1~~~rclR_2-patZ~~~pat~~~pat_1,1,1,0,1,1,0,0,1,1,0
group_6049-group_6051-group_3322,1,1,1,0,1,0,1,1,0,0
group_5573-group_6051-group_3322,0,0,0,1,0,1,0,0,1,0
group_6039-group_6054-group_6435,0,0,1,0,1,0,0,0,0,0
group_6053-group_6056-group_6706,0,0,1,0,0,0,1,0,0,0
group_5893-tycC_1~~~grsB~~~tycC_3~~~tycC_2~~~lgrD_1~~~lgrD_2~~~dhbF-lgrD_3~~~lgrD_2~~~tycC_2~~~tycC_1~~~lgrD_1,0,0,0,0,0,0,0,1,1,0
group_5893-tycC_1~~~grsB~~~tycC_3~~~tycC_2~~~lgrD_1~~~lgrD_2~~~dhbF-lgrD_5~~~tycC_2~~~dhbF~~~lgrD_1~~~tycC_1,0,0,0,1,1,0,0,0,1,1
group_2065-group_6057-group_3868,0,0,1,0,0,1,1,0,0,0
cysD_2~~~cysD_4-cysNC_2~~~cysNC_3-group_6476,0,0,0,0,1,1,0,0,0,0
group_4637-group_6059-group_5436,0,0,1,0,0,1,1,0,0,0
group_6064-group_6059-group_6701,0,0,0,0,0,0,0,1,1,0
group_1993-group_6062-group_6440,1,1,0,1,0,0,0,0,0,0
group_5973-group_6062-group_1573,0,0,1,0,0,1,0,0,0,0
group_5973-group_6062-group_2534,0,0,1,0,0,1,0,0,0,0
group_5973-group_6062-recD2_4~~~recD2_2,0,0,1,0,0,1,0,0,0,0
group_1573-group_6062-group_2534,0,0,1,0,0,1,0,0,0,0
group_1573-group_6062-recD2_4~~~recD2_2,0,0,1,0,0,1,0,0,0,0
group_2534-group_6062-recD2_4~~~recD2_2,0,0,1,0,0,1,0,0,0,0
group_1389-group_6063-group_4880,1,1,1,1,0,0,0,0,0,0
group_3299-group_6064-group_6059,0,0,0,0,0,0,0,1,1,0
chaA_1-group_6065-group_6441,1,1,0,1,0,0,0,0,0,0
group_10-group_6066-cycB_1~~~cycB_3,1,1,1,1,1,1,1,1,1,0
group_5840-group_6067-group_6443,0,0,0,0,0,1,1,0,0,0
group_6323-group_6067-group_6443,1,0,0,1,0,0,0,1,1,0
virB4_2-group_6068-group_4175,0,0,1,0,0,1,1,0,0,0
virB4_2-group_6068-group_6173,1,1,0,1,1,0,0,1,1,1
group_89-dhaL2-group_3765,0,0,1,0,0,1,1,1,1,1
group_89-dhaL2-group_4631,1,1,0,1,1,0,0,0,0,0
group_3649-group_6071-sasA_3,1,1,0,1,1,1,1,0,1,0
group_140-group_6074-group_906,0,0,0,0,1,0,0,0,0,1
group_140-group_6074-group_6143,1,1,0,1,0,0,0,0,0,0
group_140-group_6075-group_6445,1,1,0,1,0,0,0,0,0,0
group_140-group_6075-group_6599,0,0,0,0,1,0,0,0,0,1
group_209-group_6081-group_6448,0,0,1,0,0,0,0,1,1,0
group_192-group_6081-group_6448,0,0,0,0,0,1,1,0,0,0
group_5556-rbsA_1~~~btuD_6-rbsC_13,1,1,1,1,1,1,1,1,1,0
group_253-group_6084-group_3741,0,0,1,0,0,1,1,0,0,1
group_253-group_6084-group_3685,1,1,0,0,0,0,0,1,0,0
glgA1_1-group_6087-cheB_1~~~cheB_7,1,1,1,1,1,0,1,1,1,1
gabR_2-group_6088-group_4623,0,0,0,0,0,1,1,0,0,0
gabR_2-group_6088-group_3397,0,0,0,0,0,0,0,1,1,0
kaiC_1-group_6089-group_3420,0,0,1,0,0,1,1,0,0,1
kaiC_1-group_6089-pal_1,1,1,0,1,1,0,0,1,1,0
ald_1-group_6091-group_4653,0,0,0,0,1,0,0,1,1,0
ald_1-group_6091-group_6695,0,0,1,0,0,1,1,0,0,1
lpdV-group_6092-purU_4~~~purU_2,1,0,0,1,0,0,0,0,0,0
group_374-group_6094-group_4493,0,0,0,0,1,1,1,0,1,1
group_374-group_6094-group_2030,1,1,0,1,0,0,0,0,0,0
narT-group_6100-doeB,1,1,1,1,0,1,1,0,0,1
group_514-group_6106-group_6454,1,1,1,1,1,0,1,1,1,0
group_4973-yhdY_3~~~yhdY_2-group_6455,0,0,0,0,1,1,1,0,0,0
group_6455-yhdY_3~~~yhdY_2-glnQ_11~~~glnQ_10,1,1,1,1,0,0,0,1,1,1
group_685-group_6113-group_4011,1,1,0,0,0,0,0,1,1,0
group_724-group_6115-dmdC_1,1,1,1,1,1,0,1,1,1,1
rbsC_4-group_6124-ccpA_4~~~cytR_2,1,1,0,1,1,1,1,1,1,1
yfiZ-btuC_1~~~yfhA_1~~~yfhA_2-group_4707,0,1,0,1,0,0,0,0,0,0
yfiZ-btuC_1~~~yfhA_1~~~yfhA_2-fepC_2,0,0,1,0,1,1,0,1,1,1
ccpA_3-group_6126-group_2724,0,0,1,0,1,1,1,1,1,1
group_2724-group_6126-group_3581,1,1,0,1,0,0,0,0,0,0
group_2352-group_6133-group_927,1,1,1,1,1,1,1,1,1,0
group_929-cheB_5~~~cheB1-frzE~~~rcsC_10,1,1,1,1,0,1,1,1,1,1
group_998-group_6135-group_928,1,1,1,0,1,1,1,1,1,0
group_1002-group_6137-group_4681,1,1,0,1,0,0,0,0,0,0
dapA_2-group_6138-emrA_2~~~emrA_1,1,1,1,1,1,1,1,1,1,0
group_2954-group_6140-hmp_4~~~hmp_1,1,1,0,1,0,0,0,0,0,0
hmp_4~~~hmp_1-group_6140-gcvA_3~~~gcvA_11~~~gcvA_6,0,0,0,0,1,1,1,1,1,0
group_6074-group_6143-group_6460,1,1,0,1,0,0,0,0,0,0
group_4125-group_6143-group_6460,0,0,0,0,0,1,1,0,0,1
group_1332-group_6155-group_4477,0,0,0,0,0,0,0,1,1,1
group_1332-group_6155-group_4644,1,1,1,1,1,0,0,0,0,0
group_1345-betA_4~~~betA_5-gppA_1~~~gppA_2~~~ppx,1,1,1,0,0,1,1,1,1,0
group_1415-hilA_1~~~hilA_2-group_5031,1,1,0,1,1,1,1,1,1,1
cysZ-slyX-tmpC,1,1,1,1,1,1,0,1,1,1
group_1447-group_6159-group_4780,1,1,1,0,1,1,1,1,1,1
fucA-group_6160-group_5296,1,1,1,1,0,1,0,1,1,1
group_3192-group_6162-group_6433,1,1,0,0,1,1,1,0,0,0
IMPDH_2~~~hrp1-group_6162-group_6433,0,0,1,0,0,0,0,1,1,1
group_1485-group_6164-group_6435,0,0,0,0,1,0,1,0,0,0
mauC-group_6172-group_6469,1,1,1,1,1,1,0,1,1,1
pgrR_8-polS_2~~~baiA-group_4286,1,0,0,0,1,0,0,0,0,0
group_1631-polS_2~~~baiA-group_3328,0,1,0,0,0,0,0,1,0,0
group_2916-group_6173-group_1645,0,0,1,0,0,1,1,0,0,0
group_1645-group_6173-group_6068,1,1,0,1,1,0,0,1,1,1
group_1663-group_6174-group_2309,1,0,1,1,0,0,0,0,0,0
group_5409-xerC_15~~~xerC_6-xerC_14~~~xerC_7~~~xerC_8~~~xerD_3,1,1,0,1,1,0,0,1,1,1
group_1819-group_6178-group_339,0,0,0,0,1,0,0,0,0,1
group_2363-group_6181-group_6475,0,0,0,0,0,1,1,0,0,0
group_2334-group_6181-group_6448,0,0,0,0,0,0,0,1,1,0
group_1860-group_6182-group_6476,1,1,0,1,1,0,1,1,1,0
gstB_1-golD_2~~~golD-group_6158,1,0,0,1,1,1,1,1,1,0
gstB_1-golD_2~~~golD-group_2598,0,1,1,0,0,0,0,0,0,0
group_1972-thiG_2-group_6477,1,1,0,1,1,0,0,0,0,0
group_6477-thiG_2-group_477,0,0,0,0,0,0,0,1,1,1
group_2111-group_6188-group_2668,1,0,1,1,1,1,1,0,0,1
group_2111-group_6188-group_3138,0,1,0,0,0,0,0,1,1,0
group_4981-group_6192-group_6546,0,0,0,0,0,1,1,1,1,0
group_2354-group_6195-group_2936,1,1,0,1,1,1,1,1,1,1
group_2377-group_6196-group_5858,0,0,1,0,0,1,0,0,0,0
group_2377-group_6196-group_6455,0,0,0,0,0,0,0,1,1,1
