gene,g4,g5,g6,g8,g9,g11,g13,g16,g17,g19
group_2797-group_538-noc_1~~~noc_2,0,0,0,0,0,0,0,1,1,0
group_3231-tyrB_1-group_358,0,0,0,0,0,1,1,0,0,0
hipA_3-group_3141-group_6227,0,0,0,0,0,1,1,0,0,0
group_1897-hipA_3-group_3141,0,0,0,0,0,1,1,0,0,0
group_5707-group_3095-group_5708,0,0,1,0,0,1,0,0,0,0
lsrK-group_3167-group_1566,0,0,0,0,0,1,1,0,0,1
group_5105-hbpA_5-dppB_3~~~dppB_7,0,0,1,0,0,0,0,0,0,1
dppB_3~~~dppB_7-hbpA_5-group_6351,0,0,0,0,0,1,1,0,0,0
group_4889-group_2377-group_6196,0,0,0,0,0,0,0,1,1,0
group_4377-group_3488-group_6246,0,0,1,0,0,1,1,0,0,0
group_3658-group_3488-group_6246,0,0,0,0,1,0,0,1,1,1
group_4972-group_1078-group_5077,0,0,1,0,0,1,0,0,0,0
tfdB-group_4215-group_5972,0,0,1,0,0,1,0,0,0,0
group_4351-group_3351-group_18,0,0,1,0,0,1,1,0,0,0
group_4351-group_3351-glnQ_11~~~glnQ_10,0,0,0,0,0,0,0,1,1,1
group_3542-group_1819-group_6178,0,0,0,0,1,0,0,0,0,1
group_2363-group_209-group_6082,0,0,0,0,0,1,1,0,0,0
group_6081-group_209-group_6082,0,0,1,0,0,0,0,1,1,0
group_4982-group_3076-group_6221,0,0,0,0,0,1,1,0,0,0
cpdR_3-group_4081-group_6265,0,0,0,0,0,0,0,1,1,0
group_5797-group_4081-group_6265,0,0,1,0,0,1,1,0,0,0
group_3821-group_1785-pgrR_3~~~pgrR_4~~~pgrR_16,0,0,0,1,1,1,0,1,1,1
group_4150-group_3507-group_3858,0,0,0,1,1,1,0,1,1,1
group_4209-group_3994-group_3263,0,0,0,0,0,1,1,0,0,0
group_2030-group_4493-group_6094,0,0,0,0,1,0,0,0,1,0
group_6094-group_4493-group_6539,0,0,0,0,0,1,1,0,0,1
group_2838-group_1986-group_2436,0,0,0,0,0,0,0,1,1,0
group_4897-group_3803-group_6323,0,0,0,0,0,1,1,0,0,0
group_4361-group_2824-group_6708,0,0,0,0,0,1,1,0,0,0
group_4361-group_1294-group_4217,0,0,0,0,0,1,0,0,0,1
group_121-group_4124-group_4726,0,0,0,0,0,0,1,0,0,1
group_4722-group_4236-andAa_1~~~camA~~~andAa_2,0,0,0,0,0,0,1,0,0,1
group_1431-group_2839-group_6562,0,0,0,0,0,1,1,0,0,0
group_4313-group_1491-rfaH,0,0,0,0,0,0,0,1,1,0
group_4313-group_1491-group_5213,0,0,0,0,0,1,1,0,0,0
group_3401-group_4041-group_6032,0,0,0,0,0,1,1,0,0,0
group_2721-group_4041-group_4496,0,0,0,0,0,0,0,1,1,0
group_3745-group_1444-group_5739,0,0,0,0,0,1,1,0,0,0
group_3983-group_4314-yacG,0,0,0,0,0,1,1,0,0,1
yacG-group_4314-group_732,0,0,0,0,0,0,0,1,1,0
group_4988-group_796-group_5300,0,0,0,0,0,1,1,0,0,0
group_6069-group_1868-group_6589,0,0,0,0,0,0,0,1,1,0
group_5062-group_63-group_6069,0,0,0,0,0,0,0,1,1,0
traM_1-group_2957-group_5971,0,0,0,0,0,0,0,1,1,0
group_441-group_3877-group_1030,0,0,0,0,0,0,0,1,1,0
group_2648-group_3575-msrP_2,0,0,0,0,0,0,0,1,1,0
group_4737-group_4445-group_4885,0,0,0,0,0,0,0,1,1,0
group_3850-group_1141-group_5017,0,0,0,0,0,0,0,1,1,0
group_1346-group_4132-group_1904,0,0,0,0,0,0,0,1,1,0
group_2260-group_4027-group_4835,0,0,0,0,0,0,0,1,1,0
group_4176-group_1135-group_4835,0,0,0,0,0,0,0,1,1,0
esiB-group_4591-group_5821,0,0,0,0,1,0,0,1,1,0
group_711-group_4592-group_4598,0,0,0,0,0,0,0,1,1,0
group_4707-group_4595-group_4746,1,0,0,0,0,0,0,1,1,0
group_5822-group_4596-group_5989,0,0,0,1,0,0,0,1,1,0
group_5823-group_4596-group_5989,0,1,0,0,1,0,0,0,0,0
group_4592-group_4598-group_4600,0,0,0,0,1,1,0,1,1,1
group_4598-group_4600-group_4609,0,0,0,0,1,1,0,1,1,1
group_4609-group_4600-group_6548,0,0,1,0,0,0,1,0,0,0
group_6277-group_4601-group_6761,0,0,0,0,1,0,0,1,1,0
group_4754-group_4603-group_6278,0,0,0,0,0,0,0,1,1,0
group_6275-group_4603-group_6278,0,0,1,0,1,1,0,0,0,0
group_4755-group_4604-group_6279,0,0,0,0,0,0,0,1,1,0
group_6276-group_4604-group_6279,1,1,0,1,1,0,0,0,0,0
group_4611-group_4605-group_6693,0,0,0,0,1,0,0,1,1,1
group_4613-group_4607-group_5823,1,1,1,1,1,1,0,1,1,0
group_3262-group_4608-group_4599,1,0,0,1,1,0,0,1,1,0
group_4600-group_4609-group_6689,0,0,0,0,0,0,0,1,1,0
group_4605-group_4611-group_1780,0,0,0,0,1,0,0,0,0,1
group_4605-group_4611-group_4751,0,0,0,0,0,0,0,1,1,0
group_4607-group_4613-group_4653,1,0,0,0,1,0,0,1,1,0
group_2605-group_4615-rcsC_8,0,0,1,1,0,1,1,1,1,1
group_2337-group_4616-group_3586,1,1,0,1,0,1,1,1,1,1
blh_1-group_4617-ilvG,0,1,1,1,0,1,1,1,1,1
yfdE-group_4617-group_6529,1,0,0,0,1,0,0,0,0,0
group_2764-group_4618-group_4034,1,1,1,0,1,0,0,1,1,0
group_2764-group_4618-group_5148,0,0,0,0,0,1,1,0,0,1
group_3786-cspA_1-group_5767,1,0,1,1,0,1,1,0,0,1
group_3397-cspA_1-group_3299,0,0,0,0,0,0,0,1,1,0
group_3257-cspA_1-group_5767,0,1,0,0,1,0,0,0,0,0
group_3786-group_4623-group_5767,0,0,0,0,0,0,0,1,1,0
group_1925-group_4625-group_6309,1,1,0,1,0,0,0,0,0,0
group_384-group_4626-group_5824,1,1,0,0,0,0,0,0,0,0
group_4031-group_4627-group_3533,1,1,0,1,1,0,0,1,1,0
ybaA_1-group_4628-aroQ_2~~~aroQ_1,1,1,0,0,1,0,0,0,0,0
group_5842-group_4630-group_6761,1,1,0,1,0,0,0,0,0,0
group_6240-group_4630-group_6510,0,0,0,0,0,0,0,1,1,0
group_3765-group_4631-dhaL2,1,1,0,1,1,0,0,0,0,0
group_1150-group_4635-tmd,1,1,1,0,1,1,0,0,0,0
group_5826-group_4636-namA~~~stcD~~~stcD_1,1,1,1,1,1,1,1,0,0,0
group_6059-group_4637-group_6283,0,0,1,0,0,1,1,0,0,0
group_6283-group_4637-group_6354,1,1,0,1,0,0,0,0,0,0
group_4477-group_4639-group_4644,1,1,1,1,1,1,0,0,0,0
group_3684-group_4640-group_4645,1,1,0,0,0,0,0,0,0,0
group_4646-group_4641-sgrR_2,1,1,0,0,0,0,0,0,0,0
group_4639-group_4644-group_6155,1,1,1,1,1,0,0,0,0,0
group_4640-group_4645-group_6030,1,1,0,0,0,0,0,0,0,0
hbpA_4-group_4646-group_4641,1,1,0,0,0,0,0,0,0,0
group_3898-group_4648-group_6279,0,0,0,0,0,0,0,1,1,0
group_3683-group_4648-pat_2,1,1,0,1,0,0,0,0,0,0
slyA_1-group_4649-group_1208,1,1,0,1,0,0,0,0,0,0
group_4249-group_4649-group_5508,0,0,0,0,0,0,0,1,1,0
group_287-group_4650-group_4693,0,0,0,0,0,0,0,1,1,0
group_4696-group_4650-group_4700,1,1,0,0,0,0,0,0,0,0
group_5989-group_4652-group_6695,0,0,0,0,0,0,0,1,1,0
group_2510-group_4653-lig_1,0,1,0,1,0,0,0,0,0,0
group_4613-group_4653-group_6091,0,0,0,0,1,0,0,1,1,0
nodD2_1-group_4654-group_6405,1,1,1,0,1,0,1,0,1,0
group_4657-group_4655-group_6762,0,0,0,0,0,0,0,1,1,0
group_4659-group_4655-group_4698,0,1,0,0,1,0,0,0,0,0
group_5760-group_4655-group_6037,0,0,1,0,0,1,1,0,0,0
lfrA-group_4656-group_5827,0,0,0,0,0,0,0,1,1,0
group_3129-group_4656-group_5827,0,0,1,0,0,1,1,0,0,0
group_4655-group_4657-group_4660,1,0,0,0,0,0,0,1,1,0
group_4661-group_4658-group_5080,0,0,0,0,0,0,0,1,1,0
group_4655-group_4659-group_4662,0,1,0,0,1,0,0,0,0,0
group_1387-group_4659-group_4662,0,0,0,0,0,0,0,1,1,0
group_4657-group_4660-group_5760,1,0,0,0,0,0,0,1,1,0
group_4658-group_4661-group_6378,0,0,0,0,0,0,0,1,1,0
group_1069-group_4662-group_4659,0,0,0,0,0,0,0,1,1,0
group_4659-group_4662-group_5760,0,1,0,0,1,0,0,0,0,0
group_4668-group_4664-group_6049,1,1,0,1,0,0,0,0,0,0
group_2509-group_4665-group_4670,1,1,0,0,0,0,0,0,0,0
group_4671-group_4666-group_6707,1,1,0,1,0,0,0,0,0,0
group_1361-group_4667-group_4672,1,1,0,1,0,0,0,0,0,0
todT_2-group_4668-group_4664,1,1,0,1,0,0,0,0,0,0
group_651-group_4669-group_5828,1,1,0,0,0,0,0,0,0,0
group_4665-group_4670-group_6622,1,1,1,0,0,0,0,0,0,0
group_4666-group_4671-group_5841,1,1,0,1,0,0,0,0,0,0
group_4667-group_4672-group_6620,1,1,0,1,0,0,0,0,0,0
group_3976-group_4673-group_4674,1,1,0,1,1,0,0,0,0,0
group_4674-group_4673-group_4856,0,0,1,0,0,1,1,1,1,0
group_4673-group_4674-group_4676,1,1,1,1,1,0,1,1,1,0
group_4676-xerC_3-group_4678,1,1,1,1,1,0,1,1,1,0
group_829-group_4681-group_6137,1,1,0,0,0,0,0,0,0,0
group_4684-group_4682-ccoP,1,0,1,0,0,1,1,1,1,1
group_4685-group_4682-ccoP,0,1,0,1,0,0,0,0,0,0
group_1748-group_4683-group_4684,0,1,0,1,0,0,0,0,0,0
group_1748-group_4683-group_4685,1,0,1,0,0,1,1,0,1,1
group_4682-group_4684-fixN_3~~~fixN_4~~~fixN_2,1,0,0,0,1,1,1,1,0,1
group_4682-group_4684-fixN_3,0,0,1,0,0,0,0,0,1,0
group_4683-group_4684-fixN_3~~~fixN_4~~~fixN_2,0,1,0,1,0,0,0,0,0,0
group_4683-group_4685-fixN_2~~~fixN_4,0,0,1,0,1,0,0,1,0,0
group_4683-group_4685-fixN_3,1,0,0,0,0,1,1,0,0,1
group_4682-group_4685-fixN_3,0,1,0,1,0,0,0,0,0,0
fixT_1-group_4686-group_6405,1,1,1,1,1,1,0,0,1,0
group_3082-group_4686-group_6405,0,0,0,0,0,0,1,1,0,0
group_4690-gcvA_3-group_4691,1,1,1,1,1,1,1,0,0,1
group_4690-gcvA_3-group_4692,0,0,0,0,0,0,0,1,1,0
group_3083-group_4691-group_4693,0,0,0,0,0,0,0,1,1,0
gcvA_3-group_4691-group_4693,1,1,1,1,1,1,1,0,0,1
group_1695-group_4692-group_4694,1,1,1,1,1,1,0,0,0,0
gcvA_3-group_4692-group_4694,0,0,0,0,0,0,0,1,1,0
group_4650-group_4693-group_4691,0,0,0,0,0,0,0,1,1,0
group_4691-group_4693-group_287,1,1,1,1,1,1,1,0,0,0
ipdC_2-group_4694-group_4692,1,1,1,1,1,1,0,1,1,0
group_4650-group_4696-ros_2~~~ros_1,1,1,0,0,0,0,0,0,0,0
group_4655-group_4698-group_6037,1,1,0,0,1,0,0,0,0,1
group_6037-group_4698-group_6762,0,0,0,1,0,0,0,1,1,0
group_4370-group_4699-group_1341,1,1,0,1,0,0,0,0,0,0
group_4370-group_4699-group_6286,0,0,0,0,0,0,0,1,1,1
group_4650-group_4700-group_4702,1,1,0,0,0,0,0,0,0,0
group_4702-group_4700-ros_2~~~ros_1,0,0,1,0,0,1,1,0,0,0
alsT_2~~~alsT_1-group_4701-ros_4~~~ros_3,0,0,1,0,0,1,1,0,1,1
ros_4~~~ros_3-group_4701-group_6706,1,1,0,1,1,0,0,0,0,0
group_4702-alsT_1-group_5836,1,1,1,1,1,0,1,0,0,0
yfhA_3-group_4707-btuC_1~~~yfhA_1~~~yfhA_2,0,1,0,1,0,0,0,0,0,0
group_16-group_4707-group_4595,1,0,0,0,0,0,0,1,1,0
group_2256-group_4708-group_5646,0,0,1,0,0,1,1,0,0,0
group_5710-group_4709-group_6232,1,1,1,0,0,0,1,0,0,1
group_3437-group_4713-group_4880,1,1,0,0,0,0,0,0,0,0
group_4710-group_4714-kup_5~~~kup_2~~~kup_4,1,1,0,0,0,0,0,0,0,0
group_4706-group_4717-insK_2,1,0,1,1,0,0,0,0,0,0
group_4723-group_4720-group_5829,0,1,0,1,0,0,0,0,0,0
group_4730-group_4720-group_5829,0,0,1,0,1,0,1,0,0,1
group_5829-group_4720-group_5831,0,0,0,0,0,0,0,1,1,0
group_4236-group_4722-group_4726,0,0,0,0,0,0,1,0,0,1
group_4726-group_4722-group_5690,0,1,0,1,0,0,0,0,0,0
group_4720-group_4723-group_4727,0,1,0,1,0,0,0,0,0,0
group_4729-group_4724-group_6441,1,1,0,0,0,0,0,0,0,0
group_495-group_4726-group_4722,0,1,0,1,0,0,0,0,0,0
group_4722-group_4726-group_4124,0,0,0,0,0,0,1,0,0,1
group_4724-group_4729-group_2090,0,0,0,0,0,1,1,0,0,0
group_4720-group_4730-group_5831,0,0,1,0,1,0,1,0,0,1
group_5832-group_4732-group_6677,1,1,0,1,1,1,0,1,1,1
group_3301-group_4734-group_4737,0,0,0,0,0,0,0,1,1,0
group_4733-group_4736-group_4738,1,0,1,1,1,1,1,1,1,1
group_4445-group_4737-group_4734,0,0,0,0,0,0,0,1,1,1
group_6036-group_4737-group_6040,0,0,1,0,0,1,0,0,0,0
group_4109-group_4740-groS1_2,0,0,0,0,0,0,0,1,1,0
group_4109-group_4740-group_4741,1,1,1,1,1,1,1,0,0,1
group_4740-groS1_2-group_4745,0,0,0,0,0,0,0,1,1,0
group_4745-groS1_2-resA_6~~~resA_3,1,1,0,1,0,1,1,0,0,0
group_4739-group_4741-groL1_3,0,0,0,0,0,0,0,1,1,0
group_4740-group_4741-groL1_3,1,1,1,1,1,1,1,0,0,1
group_4741-groL1_3-group_3752,1,1,0,1,1,0,0,0,0,0
group_4741-groL1_3-group_1242,0,0,0,0,0,0,0,1,1,0
group_4741-groL1_3-insK_1,0,0,1,0,0,1,0,0,0,0
groS1_2-group_4745-group_3752,0,0,0,0,0,0,0,1,1,0
groS1_2-group_4745-penM,0,0,0,0,0,1,1,0,0,0
groS1_2-group_4745-group_5732,1,1,0,1,0,0,0,0,0,0
group_2708-group_4749-sasA_4~~~envZ~~~sasA_9~~~sasA_13,1,1,0,0,0,0,0,0,0,0
group_789-group_4749-group_4988,0,0,0,0,0,1,1,0,0,0
group_4755-group_4749-group_6276,0,0,0,0,0,0,0,1,1,0
group_4752-group_4750-group_5821,1,1,1,0,1,0,1,1,1,0
group_4746-group_4751-group_4611,0,0,0,0,0,0,0,1,1,0
group_4746-group_4751-group_4756,1,0,0,1,0,0,0,0,0,0
group_4599-group_4752-group_4750,1,0,1,1,1,0,0,1,1,0
group_4606-group_4756-group_6440,0,0,0,0,0,0,0,1,1,0
group_545-group_4758-group_2669,1,0,0,0,0,0,0,0,0,1
group_545-group_4758-group_3531,0,0,0,0,1,0,0,1,1,0
group_2669-group_4758-group_3531,0,1,0,1,0,0,0,0,0,0
group_2669-group_4759-group_3531,1,0,0,0,0,0,0,0,0,1
group_2669-group_4759-group_545,0,1,0,1,0,0,0,0,0,0
group_6177-group_4760-group_6708,1,1,0,1,1,0,0,0,0,0
group_6597-group_4760-group_6708,0,0,0,0,0,1,1,0,0,0
group_4764-group_4761-group_5834,1,1,0,1,0,0,0,1,1,1
group_4765-group_4762-group_4775,1,1,0,1,0,0,0,1,0,0
group_4765-group_4762-group_4945,0,0,1,0,0,1,0,0,0,0
group_4767-group_4763-rcsC_14~~~rcsC_13,1,1,0,1,1,0,0,0,0,0
group_4206-group_4764-group_4761,1,1,0,1,0,0,0,1,1,1
group_754-group_4765-group_4762,1,1,0,1,0,0,0,1,0,0
group_4762-group_4765-group_3391,0,0,1,0,0,1,0,0,0,0
group_4763-group_4767-ynjB,1,1,0,1,1,0,0,0,0,0
group_6212-group_4768-group_6289,0,0,0,0,1,0,0,1,1,0
group_4770-group_4773-group_882,0,1,0,0,1,0,0,0,0,0
group_4770-group_4773-cueO_1,1,0,1,1,0,1,1,1,1,1
group_4771-group_4774-group_6588,1,1,0,1,0,0,0,0,0,0
group_4762-group_4775-group_6262,1,1,0,1,0,0,0,0,0,0
group_4275-group_4775-group_5505,0,0,1,0,0,1,0,0,0,0
group_5543-group_4776-group_6515,0,0,0,0,0,0,0,1,1,0
glmU_2-group_4779-group_5479,1,1,1,1,1,1,1,1,0,1
group_4782-group_4780-group_6159,1,1,1,0,1,1,1,1,1,1
group_2242-group_4788-group_4875,1,1,0,1,0,0,0,0,0,0
gcvA_5-group_4790-group_4795,1,1,0,0,0,0,0,0,0,0
group_4790-group_4795-group_5346,1,1,0,0,0,0,0,0,0,0
group_6442-group_4812-group_6486,1,0,0,1,0,0,0,0,0,0
group_2966-group_4813-group_6485,1,0,0,1,0,0,0,0,0,0
group_6291-group_4817-group_6603,0,0,0,0,0,0,0,1,1,0
group_6558-group_4817-group_6603,1,1,0,0,1,0,0,0,0,0
group_6292-group_4818-group_6293,1,1,1,1,0,0,0,0,0,1
group_6292-group_4818-group_6631,0,0,0,0,1,0,0,1,1,0
group_6293-group_4820-group_6295,1,1,0,1,0,0,0,0,0,0
group_6295-group_4820-group_6631,0,0,1,0,1,0,0,1,1,0
group_6293-group_4821-group_6296,0,0,0,0,1,1,0,0,0,0
group_6296-group_4821-group_6297,1,1,1,1,0,0,1,1,1,0
group_6295-group_4822-group_6631,0,0,0,0,0,1,1,0,0,0
group_6297-group_4822-group_6298,0,0,0,0,0,0,0,1,1,0
group_6298-group_4822-group_6631,1,1,0,1,0,0,0,0,0,0
group_6300-group_4827-group_6304,1,1,1,1,0,0,0,0,0,0
group_6304-group_4827-group_6305,0,0,0,0,0,0,0,1,1,0
group_6303-group_4828-group_6632,0,0,0,0,0,1,1,0,0,0
group_6305-group_4828-group_6632,1,1,1,0,0,0,0,0,0,0
group_6570-group_4828-group_6632,0,0,0,0,1,0,0,1,1,0
group_6504-group_4830-group_6506,1,1,0,0,0,0,0,0,0,0
group_6307-group_4831-group_6316,0,1,1,1,0,0,0,0,0,0
group_3707-group_4832-group_6308,1,1,0,0,0,1,1,0,0,1
group_6308-group_4832-group_6319,0,0,0,0,1,0,0,1,1,0
group_6316-group_4834-group_6551,0,0,0,0,0,0,0,1,1,0
group_4027-group_4835-group_1135,0,0,0,0,0,0,0,1,1,0
group_6439-group_4835-group_6600,1,0,0,1,0,0,0,0,0,0
group_1971-group_4841-group_4838,1,0,1,1,0,0,0,0,0,0
group_4950-group_4855-dauA_1,0,0,1,0,0,1,1,0,0,0
group_4950-group_4855-xerC_11~~~xerD_2,0,0,0,0,0,0,0,1,1,0
group_4673-group_4856-group_4951,0,0,1,0,0,0,1,1,1,0
group_1866-glnT_1-fni_1,0,0,0,0,1,0,0,0,1,0
fni_1-glnT_1-purU_1~~~purU_2,0,0,0,1,0,1,1,1,0,1
group_4858-group_4860-group_5712,1,1,1,0,0,0,0,0,0,0
group_4859-purF_1-group_5712,0,0,0,0,1,1,0,1,1,1
group_3631-group_4865-group_5844,1,1,0,0,0,0,0,0,0,0
group_4408-group_4866-group_5659,1,1,0,0,0,0,0,0,0,0
group_525-group_4869-group_5845,1,1,1,0,0,0,0,0,0,0
group_4868-group_4871-group_5845,1,1,0,0,0,0,0,0,0,0
group_4713-group_4880-group_6063,1,1,1,1,0,0,0,0,0,0
group_5847-group_4881-group_5848,0,1,0,1,1,0,0,1,1,1
group_3344-group_4883-group_6204,1,1,0,1,0,0,0,1,1,1
group_3794-group_4884-group_3608,1,1,0,1,0,0,0,0,0,0
group_3794-group_4884-group_5965,0,0,0,0,0,0,0,1,1,1
chaA_3~~~chaA_2-group_4884-group_5965,0,0,1,0,0,1,1,0,0,0
group_4445-group_4885-group_5850,0,0,0,0,0,0,0,1,1,0
group_762-group_4886-group_5993,1,1,0,1,0,0,0,0,0,0
group_6313-group_4887-group_6455,0,0,0,0,0,1,1,0,0,0
group_6313-group_4887-group_6709,1,1,0,1,0,0,0,0,0,0
group_2571-group_4889-group_2377,0,0,0,0,0,0,0,1,1,0
group_3245-group_4889-group_6735,1,1,0,0,0,0,0,0,0,0
group_6314-group_4890-group_6316,0,0,1,1,0,0,0,0,0,0
group_6315-group_4890-group_6316,1,1,0,0,0,0,0,1,1,0
group_3707-group_4891-group_6317,1,1,0,0,0,1,1,0,0,1
group_6317-group_4891-group_6319,0,0,1,1,0,0,0,1,1,0
group_6318-group_4892-group_6319,1,1,0,0,1,0,0,0,0,0
group_2657-group_4897-group_6442,0,0,0,0,1,0,0,0,1,0
group_3803-group_4897-group_6320,0,0,0,0,0,1,1,0,0,0
group_5840-group_4897-group_6324,0,0,0,0,0,0,0,1,0,1
group_6321-group_4897-group_6324,1,1,0,1,0,0,0,0,0,0
group_2558-group_4911-group_2680,0,0,0,0,0,1,1,0,0,0
group_6329-group_4912-group_6330,1,1,0,0,1,0,0,0,1,1
fpr-glnQ_11-group_6333,1,1,1,1,1,1,1,1,1,0
group_6320-group_4918-group_6336,0,0,1,0,0,1,0,0,0,0
group_6335-group_4918-group_6425,1,0,0,1,0,0,0,0,0,0
group_3566-group_4919-group_4920,0,0,0,0,0,0,0,1,1,0
group_4374-group_4919-group_4920,1,1,0,1,0,0,0,0,0,0
group_242-group_4921-group_4922,0,0,0,0,0,0,0,1,1,0
group_4922-group_4921-group_6259,1,1,0,1,0,0,0,0,0,0
group_4921-group_4922-group_6569,0,0,0,0,0,0,0,1,1,0
group_4921-group_4922-group_6647,1,1,0,1,0,0,0,0,0,0
group_2768-group_4933-group_4930,0,0,1,0,0,0,1,0,0,0
group_3619-group_4947-group_4349,0,0,0,0,0,1,1,0,0,0
group_4855-group_4950-group_2797,0,0,0,0,0,0,0,1,1,0
group_4855-group_4950-group_6228,0,0,1,0,0,1,1,0,0,0
group_5856-group_4953-group_5857,0,0,1,0,0,1,1,0,0,0
group_6619-group_4953-group_6763,0,0,0,0,0,0,0,1,1,0
group_4855-dauA_1-group_5219,0,0,1,0,0,1,1,0,0,0
group_5219-dauA_1-group_6571,0,0,0,0,0,0,0,1,1,0
group_4949-group_4964-xerC_11~~~xerC_5,0,0,0,0,0,0,0,1,1,0
group_4968-group_4967-group_6036,0,0,1,0,0,1,0,0,0,0
group_1078-group_4972-group_2152,0,0,1,0,0,1,0,0,0,0
group_1547-group_4973-yhdY_3~~~yhdY_2,0,0,0,0,0,1,1,0,0,0
group_4317-group_4984-group_6251,0,0,0,0,1,0,1,0,0,0
group_4317-group_4984-group_3684,0,0,0,0,0,1,0,0,0,1
group_5021-group_4984-group_6251,0,0,0,0,0,0,0,1,1,0
ipdC_1-group_4987-group_1218,0,0,0,0,0,0,0,1,1,0
group_796-group_4988-group_4749,0,0,0,0,0,1,1,0,0,0
group_4980-group_4996-group_4198,0,0,0,0,0,1,1,0,0,0
group_4980-group_4996-group_6511,0,0,0,0,0,0,0,1,1,0
group_5012-group_5009-group_5709,0,0,0,0,0,0,0,1,1,0
group_5013-group_5010-group_6705,0,0,0,0,0,0,0,1,1,0
group_5014-group_5011-group_6280,0,0,0,0,0,0,0,1,1,0
group_5012-group_5015-group_5753,0,0,0,0,0,0,0,1,1,0
group_2893-group_5016-group_5013,0,0,0,0,0,0,0,1,1,0
group_5014-group_5017-group_1141,0,0,0,0,0,0,0,1,1,0
decR_1-group_5025-group_5867,1,1,1,1,1,1,1,1,1,0
group_2484-group_5028-pycA,1,0,1,0,0,0,0,0,0,0
pycA-group_5028-ndvA,0,1,0,1,1,1,1,1,1,1
cheB_1~~~cheB_7-group_5031-hilA_1~~~hilA_2,1,1,0,1,1,1,1,1,1,1
hldD_2-RBKS_1~~~RBKS-group_766,1,1,1,0,0,0,1,1,0,0
hldD_2-RBKS_1~~~RBKS-group_3395,0,0,0,1,1,1,0,0,1,0
group_2684-group_5053-ubiD_1~~~ubiD_2~~~bsdB,1,1,0,0,1,1,1,1,1,1
group_4268-group_5053-ubiD_1~~~ubiD_2~~~bsdB,0,0,1,1,0,0,0,0,0,0
gcvT_2-group_5057-opuAA_3,1,1,1,1,1,0,0,0,1,0
group_447-group_5061-mshA_12~~~mshA_8~~~mshA_3,1,0,0,1,0,0,1,1,1,0
group_1886-group_5061-mshA_12~~~mshA_8~~~mshA_3,0,1,1,0,1,1,0,0,0,1
group_4420-dinB_1-paoC_3~~~paoC_2,1,1,1,1,1,1,1,0,0,0
group_4111-dinB_1-paoC_3~~~paoC_2,0,0,0,0,0,0,0,1,1,1
apc3_1-group_5065-group_5876,1,1,0,1,1,1,0,1,1,1
group_3474-group_5076-group_4837,1,1,1,1,0,0,0,0,0,0
cueO_2-group_5077-group_6608,1,1,0,1,0,0,0,0,0,0
group_1078-group_5077-group_5799,0,0,1,0,0,1,0,0,0,0
group_4658-group_5080-group_5883,0,0,0,0,0,0,0,1,1,0
group_5883-group_5080-group_6378,1,1,1,1,1,1,1,0,0,1
group_113-group_5081-group_5599,0,0,0,0,0,0,0,1,1,0
fgd1-lhgD-acoR,0,0,1,1,0,0,1,1,1,0
group_5335-lhgD-acoR,1,1,0,0,1,1,0,0,0,1
group_3380-tqsA_2~~~tqsA_1-group_5225,1,1,1,0,1,1,1,1,1,1
group_1180-pglH-group_5917,1,1,1,1,1,0,1,0,1,1
group_135-group_5086-group_5851,0,1,0,1,0,0,0,0,0,0
group_135-group_5086-group_6349,1,0,0,0,0,0,0,1,1,0
group_3755-group_5088-bdlA,1,1,1,1,0,1,1,1,1,1
eptA-dgkA-group_3320,0,0,0,0,0,0,0,1,1,1
eptA-dgkA-group_4136,1,1,1,1,1,1,1,0,0,0
degA_3-bauA_1~~~bauA_2-adeC_1~~~ade_1~~~ade_2,1,1,1,1,1,1,1,0,1,1
fixN_2~~~fixN_1-fnr-group_6350,1,1,1,0,1,1,1,1,1,1
gsiC_9-gsiD_2~~~oppC-gsiA_12~~~gsiA_3,1,0,1,1,1,1,1,1,1,1
hbpA_5-group_5105-group_6351,0,0,1,0,0,0,0,0,0,1
gsiB~~~hbpA_3-group_5105-group_6351,1,1,0,1,1,0,0,1,1,0
group_235-group_5115-group_5892,1,1,1,1,1,0,1,1,1,1
group_2846-gshB_1~~~gshB_2-comM,1,0,1,1,1,1,0,1,1,1
group_1904-group_5117-group_240,0,0,0,0,0,0,0,1,1,0
yhbU-ubiJ-ubiD_1~~~ubiD_2~~~bsdB,1,1,1,1,1,1,0,1,1,1
group_1537-ackA_1-gabD_1,0,0,0,0,1,1,0,1,0,0
gabD_1-ackA_1-pta_1,1,1,1,1,0,0,1,0,1,1
group_3580-group_5125-tauR,0,0,1,1,1,1,1,1,1,1
group_3580-group_5125-group_4643,1,1,0,0,0,0,0,0,0,0
davD_1-group_5126-group_2893,1,1,1,1,1,1,1,1,1,0
group_273-group_5127-group_6016,0,0,0,0,0,1,1,0,0,0
hsrA_2-group_5148-group_4034,1,1,1,1,1,0,0,1,1,0
hsrA_2-group_5148-group_4618,0,0,0,0,0,1,1,0,0,1
group_1647-group_5151-radA,1,0,0,1,0,1,0,0,0,1
radA-group_5151-purF_4~~~purF_3~~~purF_2~~~yciK,0,1,1,0,1,0,1,1,1,0
group_3446-kpsM_2~~~kpsM_1-group_5386,0,0,0,0,0,0,1,0,0,1
group_5561-group_5161-kce_2~~~kce_1,0,1,1,1,1,1,1,1,1,1
group_3418-gcvT_3~~~gcvT_2-group_367,1,0,0,0,0,1,0,1,1,0
