gradient,population,site,exp_id,genome_id,genome_name,exp_plant,exp_nitrogen,exp_plantsite,exp_plantmaternal,exp_waterblock,exp_labgroup,exp_labsection,shoot_biomass_mg,nodule_number,root_biomass_mg,primary_root_nodule_number,lateral_root_nodule_number,nodule_shape,nodule_size,nodule_color,shoot_height,longest_petiole_length,leaf_number,leaf_color,primary_root_length,lateral_root_number,longest_lateral_root_length
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M6,28,NA,NA,4.4,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M6,28,NA,NA,4.1,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M4,28,NA,NA,2.8,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M4,28,NA,NA,3,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M5,28,NA,NA,5.8,7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M4,28,NA,NA,1.9,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M3,29,NA,NA,7.3,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M3,29,NA,NA,4.2,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M3,29,NA,NA,3.7,3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M4,29,NA,NA,8.4,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M1,29,NA,NA,3.8,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M4,29,NA,NA,3.1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M5,30,NA,NA,1.8,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M6,30,NA,NA,3.9,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M7,30,NA,NA,5.4,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M1,30,NA,NA,4.2,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M3,30,NA,NA,6.4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,lupulina,N-,L,L3M2,6,NA,NA,14.3,16,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,lupulina,N-,S,S5M6,3,NA,NA,5,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,lupulina,N-,S,S5M4,12,NA,NA,17.3,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,high elevation,H4,H4M5R1,g8,Chang_Q5C_8,lupulina,N-,S,S5M6,15,NA,NA,14.6,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L2,L2M2R1,g10,Chang_Q5C_10,lupulina,N-,S,S5M6,24,NA,NA,2.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L3,L3M5R1,g13,Chang_Q5C_13,lupulina,N-,S,S5M7,27,NA,NA,12.6,13,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L4,L4M2R2,g15,Chang_Q5C_15,lupulina,N-,S,S5M1,30,NA,NA,7.7,16,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,high elevation,H3,H3M1R1,g4,Chang_Q5C_4,lupulina,N-,H,H4M3,6,NA,NA,5.8,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,control,co,control,control,control,lupulina,N-,S,S5M7,31,NA,NA,3.8,2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,control,co,control,control,control,lupulina,N-,S,S5M3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,control,co,control,control,control,lupulina,N-,S,S5M3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,control,co,control,control,control,lupulina,N-,S,S5M4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,control,co,control,control,control,lupulina,N-,S,S5M1,32,NA,NA,5.4,6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,control,co,control,control,control,lupulina,N-,S,S5M1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,control,co,control,control,control,lupulina,N-,S,S5M7,32,NA,NA,6.9,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,low elevation,L2,L2M2R1,g10,Chang_Q5C_10,lupulina,N-,H,H2M3,9,NA,NA,5.1,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,control,co,control,control,control,lupulina,N-,S,S5M7,32,NA,NA,9.8,13,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,40th,40th-2,NA,NA,lupulina,N-,NA,NA,1,NA,NA,19.2,11,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,40th,40th-2,NA,NA,lupulina,N-,NA,NA,1,NA,NA,24,8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,40th,40th-2,NA,NA,lupulina,N-,NA,NA,1,NA,NA,11.8,11,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,40th,40th-2,NA,NA,lupulina,N-,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,fp,fp1-2,g22,Chang_W8S_3,lupulina,N-,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,fp,fp1-2,g22,Chang_W8S_3,lupulina,N-,NA,NA,2,NA,NA,3.8,3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,fp,fp1-2,g22,Chang_W8S_3,lupulina,N-,NA,NA,2,NA,NA,3.5,3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,fp,fp1-2,g22,Chang_W8S_3,lupulina,N-,NA,NA,2,NA,NA,33.3,24,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,3,NA,NA,11.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,3,NA,NA,5.5,6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,3,NA,NA,7.5,3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,3,NA,NA,4.5,3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,ppf,ppf-2,g42,NCTPXL_5,lupulina,N-,NA,NA,4,NA,NA,8.5,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,ppf,ppf-2,g42,NCTPXL_5,lupulina,N-,NA,NA,4,NA,NA,6.8,4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,ppf,ppf-2,g42,NCTPXL_5,lupulina,N-,NA,NA,4,NA,NA,15.9,18,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,ppf,ppf-2,g42,NCTPXL_5,lupulina,N-,NA,NA,4,NA,NA,35.2,9,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,ppf,ppf-2,g42,NCTPXL_5,lupulina,N-,NA,NA,4,NA,NA,3,6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,crp,crp1-2,g25,Chang_W8S_6,lupulina,N-,NA,NA,5,NA,NA,16,7,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,crp,crp1-2,g25,Chang_W8S_6,lupulina,N-,NA,NA,5,NA,NA,17.8,11,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,crp,crp1-2,g25,Chang_W8S_6,lupulina,N-,NA,NA,5,NA,NA,31.4,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,crp,crp1-2,g25,Chang_W8S_6,lupulina,N-,NA,NA,5,NA,NA,7.3,8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,6,NA,NA,1.2,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,6,NA,NA,1.5,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,6,NA,NA,2.6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,6,NA,NA,2.5,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,gp,gp1-1,g40,NCTPXL_3,lupulina,N-,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,gp,gp1-1,g40,NCTPXL_3,lupulina,N-,NA,NA,7,NA,NA,31.8,14,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,gp,gp1-1,g40,NCTPXL_3,lupulina,N-,NA,NA,7,NA,NA,40.4,12,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,gp,gp1-1,g40,NCTPXL_3,lupulina,N-,NA,NA,7,NA,NA,24.1,14,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,gp,gp1-1,g40,NCTPXL_3,lupulina,N-,NA,NA,7,NA,NA,26.7,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,pms,pms-2,g34,Chang_W8S_15,lupulina,N-,NA,NA,8,NA,NA,12.6,9,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,pms,pms-2,g34,Chang_W8S_15,lupulina,N-,NA,NA,8,NA,NA,5.8,5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,pms,pms-2,g34,Chang_W8S_15,lupulina,N-,NA,NA,8,NA,NA,12.2,7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,pms,pms-2,g34,Chang_W8S_15,lupulina,N-,NA,NA,8,NA,NA,29.8,23,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,gp,gp1-1,g40,NCTPXL_3,lupulina,N-,NA,NA,9,NA,NA,31.4,28,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,gp,gp1-1,g40,NCTPXL_3,lupulina,N-,NA,NA,9,NA,NA,3.5,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,gp,gp1-1,g40,NCTPXL_3,lupulina,N-,NA,NA,9,NA,NA,34.4,8,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,gp,gp1-1,g40,NCTPXL_3,lupulina,N-,NA,NA,9,NA,NA,4.3,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,40th,40th-2,NA,NA,lupulina,N-,NA,NA,10,NA,NA,5.8,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,40th,40th-2,NA,NA,lupulina,N-,NA,NA,10,NA,NA,29.4,12,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,40th,40th-2,NA,NA,lupulina,N-,NA,NA,10,NA,NA,46.4,25,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,40th,40th-2,NA,NA,lupulina,N-,NA,NA,10,NA,NA,28.9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,40th,40th-2,NA,NA,lupulina,N-,NA,NA,10,NA,NA,22.5,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,src,src-2,g21,Chang_W8S_2,lupulina,N-,NA,NA,11,NA,NA,49.4,33,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,src,src-2,g21,Chang_W8S_2,lupulina,N-,NA,NA,11,NA,NA,29.5,13,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,src,src-2,g21,Chang_W8S_2,lupulina,N-,NA,NA,11,NA,NA,33.1,34,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,src,src-2,g21,Chang_W8S_2,lupulina,N-,NA,NA,11,NA,NA,18.7,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,12,NA,NA,14.1,13,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,12,NA,NA,17.1,13,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,12,NA,NA,45.5,17,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,12,NA,NA,8.9,7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,crp,crp1-2,g25,Chang_W8S_6,lupulina,N-,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,crp,crp1-2,g25,Chang_W8S_6,lupulina,N-,NA,NA,13,NA,NA,52.1,27,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,crp,crp1-2,g25,Chang_W8S_6,lupulina,N-,NA,NA,13,NA,NA,27.6,10,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,crp,crp1-2,g25,Chang_W8S_6,lupulina,N-,NA,NA,13,NA,NA,25.5,14,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,crp,crp1-2,g25,Chang_W8S_6,lupulina,N-,NA,NA,13,NA,NA,28.5,9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,ppf,ppf-2,g42,NCTPXL_5,lupulina,N-,NA,NA,14,NA,NA,8.1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,ppf,ppf-2,g42,NCTPXL_5,lupulina,N-,NA,NA,14,NA,NA,45,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,ppf,ppf-2,g42,NCTPXL_5,lupulina,N-,NA,NA,14,NA,NA,19.1,5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,ppf,ppf-2,g42,NCTPXL_5,lupulina,N-,NA,NA,14,NA,NA,26,9,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,src,src-2,g21,Chang_W8S_2,lupulina,N-,NA,NA,15,NA,NA,15,7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,src,src-2,g21,Chang_W8S_2,lupulina,N-,NA,NA,15,NA,NA,20.5,16,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,src,src-2,g21,Chang_W8S_2,lupulina,N-,NA,NA,15,NA,NA,42.8,12,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,src,src-2,g21,Chang_W8S_2,lupulina,N-,NA,NA,15,NA,NA,25.2,12,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,bg,bg-2,g31,Chang_W8S_12,lupulina,N-,NA,NA,16,NA,NA,7.2,5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,bg,bg-2,g31,Chang_W8S_12,lupulina,N-,NA,NA,16,NA,NA,13.2,6,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,bg,bg-2,g31,Chang_W8S_12,lupulina,N-,NA,NA,16,NA,NA,8.2,5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,bg,bg-2,g31,Chang_W8S_12,lupulina,N-,NA,NA,16,NA,NA,10.8,7,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,pms,pms-2,g34,Chang_W8S_15,lupulina,N-,NA,NA,17,NA,NA,27.8,8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,pms,pms-2,g34,Chang_W8S_15,lupulina,N-,NA,NA,17,NA,NA,39.2,13,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,pms,pms-2,g34,Chang_W8S_15,lupulina,N-,NA,NA,17,NA,NA,48,19,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,pms,pms-2,g34,Chang_W8S_15,lupulina,N-,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,18,NA,NA,8.3,8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,18,NA,NA,12.4,8,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,18,NA,NA,8.9,7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,control,control,control,control,control,lupulina,N-,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,fp,fp1-2,g22,Chang_W8S_3,lupulina,N-,NA,NA,19,NA,NA,25.9,8,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,fp,fp1-2,g22,Chang_W8S_3,lupulina,N-,NA,NA,19,NA,NA,24.8,12,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,fp,fp1-2,g22,Chang_W8S_3,lupulina,N-,NA,NA,19,NA,NA,26.2,23,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,suburban,fp,fp1-2,g22,Chang_W8S_3,lupulina,N-,NA,NA,19,NA,NA,25.7,13,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,bg,bg-2,g31,Chang_W8S_12,lupulina,N-,NA,NA,20,NA,NA,28.6,13,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,bg,bg-2,g31,Chang_W8S_12,lupulina,N-,NA,NA,20,NA,NA,15,12,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,bg,bg-2,g31,Chang_W8S_12,lupulina,N-,NA,NA,20,NA,NA,9.5,6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urbanization,urban,bg,bg-2,g31,Chang_W8S_12,lupulina,N-,NA,NA,20,NA,NA,36.7,12,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,101-2,101,NA,0,NA,0,0,NA,NA,NA,7,2.5,6,8,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,101-2,101,NA,0,NA,0,0,NA,NA,NA,12.5,2.4,6,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,101-2,101,NA,0,NA,0,0,NA,NA,NA,9.2,1.2,5,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,102-2,102,NA,0,NA,0,0,NA,NA,NA,18.5,2.7,10,8,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,102-2,102,NA,0,NA,0,0,NA,NA,NA,15.2,3.6,11,8,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,102-2,102,NA,0,NA,0,0,NA,NA,NA,13.1,1.9,11,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,107-2,107,NA,0,NA,0,0,NA,NA,NA,14.8,2.6,10,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,107-2,107,NA,0,NA,0,0,NA,NA,NA,14.9,3.3,11,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,107-2,107,NA,3,NA,3,0,oval,small,white,13.9,4.2,11,6,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,108-2,108,NA,0,NA,0,0,NA,NA,NA,15.5,3.5,9,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,108-2,108,NA,0,NA,0,0,NA,NA,NA,10.9,2.9,9,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,108-2,108,NA,0,NA,0,0,oval,NA,NA,11,4,11,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,109-2,109,NA,0,NA,0,0,NA,NA,NA,13.4,3.2,9,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,109-2,109,NA,0,NA,0,0,NA,NA,NA,10,5.5,10,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,109-2,109,NA,0,NA,0,0,NA,NA,NA,10.5,1.5,11,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,113-2,113,NA,0,NA,0,0,NA,NA,NA,16,2,6,6,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,113-2,113,NA,0,NA,0,0,NA,NA,NA,14,3.5,9,6,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,113-2,113,NA,0,NA,0,0,NA,NA,NA,14,3.5,14,5,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,602-2,602,NA,0,NA,0,0,NA,NA,NA,10.8,1.7,9,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,602-2,602,NA,7,NA,0,7,oval,small,white,17.2,3,16,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,603-8,603,NA,7,NA,1,6,oval,small,white,19.5,2.9,12,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N+,NA,NA,NA,603-8,603,NA,4,NA,4,0,oval,small,white,15.8,3.2,8,8,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,101-1,101,NA,0,NA,0,0,NA,NA,NA,3.4,2.1,3,4,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,101-1,101,NA,0,NA,0,0,NA,NA,NA,1.5,2.5,2,3,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,101-1,101,NA,0,NA,0,0,NA,NA,NA,10.8,1.7,9,7,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,102-1,102,NA,0,NA,0,0,NA,NA,NA,2,2.1,2,5,NA,NA,NA
elevation,high elevation,H2,H2M3R1,g2,Chang_Q5C_2,sativa,N-,NA,NA,NA,102-1,102,NA,0,NA,0,0,NA,NA,NA,0.5,1,3,6,NA,NA,NA
