gene,g21,g22,g23,g24,g25,g26,g27,g31,g32,g33,g34,g35,g36,g37,g39,g41,g43,g44,g45
group_2039-group_4988-group_594,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
group_2040-group_4989-group_5873,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_2040-group_4989-group_6418,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_5704-group_4989-group_5873,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_5873-group_4989-group_6295,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2062-murJ-trpS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
trpS-murJ-glnD,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
group_3822-group_4998-group_2075,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_2075-group_4998-group_6253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_4293-group_4998-group_6452,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_6253-group_4998-group_6452,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
ybgC-fcl-group_4730,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
group_2114-mnmC_2~~~mnmC_1-mnmC_1~~~mnmC_2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2115-group_5001-group_1017,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0
group_2115-group_5001-group_4291,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2115-group_5001-group_6206,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
ratA-group_5003-lipA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ratA-group_5003-group_2494,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
group_2130-tetR_1-group_4634,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
group_2130-tetR_1-group_580,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
group_2146-group_5006-group_4302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2146-group_5006-group_6056,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
eryI-group_5012-fhuA_2~~~fhuA_1~~~fhuA_3,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
fbcH_2-group_5012-group_5818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
group_2253-group_5020-gsiA_11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
proP-pepE-group_5386,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5386-pepE-proP~~~abaF,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hmp_1~~~hmp_4-hmp_4-gcvA_6~~~dsdC,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
hmp_5~~~hmp_1~~~hmp_3-hmp_4-gcvA_6~~~dsdC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gcvA_6~~~dsdC-hmp_4-hmp_2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
gcvA_6~~~dsdC-hmp_4-ywnA_2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
group_2314-qorB-group_4299,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2314-qorB-group_2249,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
group_3200-group_5031-group_2331,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2331-group_5031-group_4030,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mshA_9-group_5038-group_5541,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_5206-group_5038-group_5541,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
group_6171-group_5044-cckA_2,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
group_2430-group_5045-group_4180,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2430-group_5045-group_5389,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2430-group_5045-group_5917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
group_2430-group_5045-group_6218,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
group_1848-group_5045-group_5389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
group_5917-group_5045-vapC_1~~~vapC_6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pgrR_12-group_5046-group_2130,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_2130-group_5046-group_5273,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4052-fliF-group_4390,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_4390-fliF-group_5829,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
group_2481-group_5050-group_5660,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
group_2490-group_5051-group_3090,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2490-group_5051-group_6307,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_3984-group_5055-group_5347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
COQ5_2-group_5055-group_5347,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
group_2547-pheT_1~~~pheT_2~~~pheT-pheS,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0
pheS-pheT_1~~~pheT_2~~~pheT-group_4085,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
group_2551-group_5057-group_4510,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_4510-group_5057-group_5166,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1
group_2553-group_5058-group_3094,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2553-group_5058-group_6230,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2560-group_5060-group_1815,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2560-group_5060-group_5370,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
group_2567-group_5061-group_4834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
group_4620-group_5061-group_4834,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1
group_2575-tgnC_2~~~puuC-leuB_2~~~ttuC,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
group_2597-group_5065-group_4165,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
group_2597-group_5065-group_4295,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2609-group_5066-group_6345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2611-group_5067-group_4805,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2611-group_5067-group_2217,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2616-group_5068-alkJ_1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2617-group_5069-group_5474,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_2617-group_5069-group_6452,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_3284-group_5072-group_2639,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1
group_3284-group_5072-group_2929,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_3284-group_5072-syrM1_1~~~syrM1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
group_2639-syrM1_1~~~syrM1-group_4704,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
group_4704-syrM1_1~~~syrM1-group_5072,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
group_4071-syrM1_1~~~syrM1-group_5072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2652-group_5074-group_3461,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_3461-group_5074-group_1835,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0
group_2669-acpP_5~~~acpP_1-group_4247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_2669-acpP_5~~~acpP_1-group_5203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_4247-acpP_5~~~acpP_1-group_6354,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
group_5203-acpP_5~~~acpP_1-group_5718,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
group_5203-acpP_5~~~acpP_1-group_6354,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
group_2669-group_5077-groS1_1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
groS1_1-group_5077-group_6353,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2686-group_5081-gabR_1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
virB3_2-virB2_2~~~virB2_1-group_1329,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
virB3_2-virB2_2~~~virB2_1-group_3342,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0
katG-group_5083-comR_2~~~comR_4,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1
katG-group_5083-ald_4~~~betB_6~~~ald_1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0
group_2694-group_5084-group_4774,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2694-group_5084-fdhC_3,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
hisE-coaA_2~~~coaA_1-alkB,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
rihA_1-dadD_1~~~mtaD-group_4165,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rihA_1-dadD_1~~~mtaD-group_4180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
rihA_1-dadD_1~~~mtaD-group_5231,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_2718-group_5087-group_5745,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_2722-eno-kdsA_2~~~kdsA_1~~~kdsA,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pcpR_2~~~pcpR_1-bacC_4~~~bacC_1-group_5570,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
group_5570-bacC_4~~~bacC_1-group_5880,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
group_2735-ureC1~~~ureC-group_1471,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_778-group_5091-group_2855,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
hipA-group_5091-group_5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
tetA_2-group_5091-group_5341,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
group_5393-group_5091-group_5416,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5016-COQ3_3~~~COQ3_2-group_5881,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2921-ramA-mhqA,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
mhqA-ramA-group_5352,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
group_2345-group_5097-group_2860,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group_2860-group_5097-hprK,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_777-rpoD-group_2871,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2871-rpoD-group_4355,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
group_2880-group_5099-group_5882,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
group_2880-group_5099-group_5883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
nodF-group_5105-group_4131,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodF-group_5105-group_4704,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2998-group_5113-group_2188,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
group_3808-cah_2~~~cah_1-group_6017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
gudX-cah_2~~~cah_1-group_6017,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_3025-group_5119-group_4293,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2384-algE2_1~~~cya_4-group_5886,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_5704-algE2_1~~~cya_4-group_5886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rhaS_8~~~cdhR_2-algE2_1~~~cya_4-group_5886,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_3056-nodD2_1~~~nodD2_4-group_4745,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4745-nodD2_1~~~nodD2_4-group_5209,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3129-yddA-queE,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0
group_4370-yddA-queE,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
group_3418-group_5129-group_3152,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
group_3418-group_5129-group_2316,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
group_3175-group_5131-group_4810,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4810-group_5131-group_4811,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_3251-group_5135-group_3190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3190-group_5135-group_1051,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_3253-group_5138-group_4082,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_3263-ycaC_1~~~ycaC_3~~~ycaC_4-group_934,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
group_934-ycaC_1~~~ycaC_3~~~ycaC_4-group_3853,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
group_3282-ftsP-group_1998,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
group_2441-ftsP-group_1998,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
group_3296-tam_1-group_2325,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
group_3296-tam_1-eamB,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1
group_3300-iucD-iucC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
iucB-iucD-iucC,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
group_3735-group_5142-group_3332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3332-group_5142-group_4037,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_3359-group_5144-group_3747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3359-group_5144-group_4136,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
group_3368-group_5145-group_5374,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
group_5374-group_5145-group_5459,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
group_3370-group_5147-group_6376,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
group_3372-group_5148-rbsA_10,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rbsA_10-group_5148-gdh_3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3379-group_5149-group_979,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_3379-group_5149-group_5589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3401-group_5151-group_3727,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
group_3401-group_5151-group_5921,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_3727-group_5151-group_4243,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_3411-group_5152-group_4320,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
group_4320-group_5152-group_1450,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
group_3421-eamA-gcvA_9,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_3421-eamA-rox~~~oxyS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esiB_2-group_5154-group_5476,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3212-group_5154-group_5476,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_3443-group_5155-group_2698,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_3443-group_5155-group_6068,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_3483-dinB_1~~~dinB_3~~~dinB_2-group_1058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3483-dinB_1~~~dinB_3~~~dinB_2-dinB_2~~~dinB_3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
group_3485-thiG_2~~~thiG_1-group_4066,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_3485-thiG_2~~~thiG_1-group_5398,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1
group_3485-group_5158-group_4644,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
group_3485-group_5158-tgnB_2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_3543-pat-group_5889,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
group_3834-pat-group_5889,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_3742-group_5164-group_3558,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0
group_3558-group_5164-yhfA,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1
group_2551-group_5166-group_3564,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
group_3564-group_5166-group_5709,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
group_1214-group_5166-group_5057,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1
group_5890-group_5167-group_6380,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5890-group_5167-group_6420,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_1418-group_5169-group_3568,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_3568-group_5169-group_3347,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_6210-group_5170-group_6284,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
group_3577-group_5171-group_3676,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
group_3676-group_5171-group_359,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3607-group_5175-group_5891,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_1734-group_5175-group_5891,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_5594-group_5176-group_5919,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2937-group_5180-group_3646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_3646-group_5180-group_2888,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_2888-group_5180-group_4906,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
group_2888-group_5180-yagA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
group_3646-yagA-rnd_2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
rnd_2-yagA-group_5180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
takP-yagA-group_5264,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
group_3665-group_5181-group_5892,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
group_3670-group_5182-group_3068,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_3675-group_5183-group_1956,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
group_3692-groS1_5~~~groS1_1-group_4093,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
group_4093-groS1_5~~~groS1_1-group_2753,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4093-groS1_5~~~groS1_1-acpP_3~~~acpP_4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_3699-group_5188-group_4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_3699-group_5188-group_101,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
group_3699-group_5188-group_1298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_1706-group_5189-group_6371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
betB_2~~~betB_4~~~betB_5-group_5189-group_5943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
gno_3-group_5190-group_3703,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_3713-group_5192-group_3983,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3713-group_5192-group_5426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_3713-group_5192-group_6375,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_3983-group_5192-group_1329,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
group_1329-group_5192-group_5426,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
group_3751-mgtE_1~~~mgtE_2-group_874,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
group_3757-group_5194-group_4732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
group_3766-ctaB-ctaD_1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
group_3766-ctaB-group_2242,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
group_3791-group_5197-group_4044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
group_3791-group_5197-pgrR_8~~~pgrR_3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
group_3801-group_5198-group_4691,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_4691-group_5198-group_5445,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
group_3817-asnO~~~asnB_1-group_3016,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
group_3817-asnO~~~asnB_1-lcfB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
group_3844-group_5199-group_2213,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_2213-group_5199-gcvA_12,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0
gcvA_12-group_5199-group_5378,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3846-group_5200-group_2859,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2859-group_5200-fucK_2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acpP_5~~~acpP_1-group_5203-group_5402,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
group_4247-group_5203-group_5402,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_3916-group_5205-group_4971,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_4971-group_5205-nifD_2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3998-group_5207-group_3989,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dnaE2_2~~~dnaE2_3~~~dnaE2_5~~~dnaE2_1~~~dnaE2_4-group_5208-group_4009,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4011-cysD_2~~~cysD_1-group_4843,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
group_4011-cysD_2~~~cysD_1-fabG_16,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
group_4015-dppB_1~~~dppB_2-hbpA_3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
group_4015-dppB_1~~~dppB_2-sgrR_4~~~hbpA_1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
group_4015-dppB_1~~~dppB_2-sgrR_1~~~hbpA_1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0
group_4025-group_5209-nodD2_1~~~nodD2_4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_4025-group_5209-group_3056,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
group_3056-group_5209-group_4042,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
group_3056-group_5209-group_6213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
group_4029-group_5210-group_5895,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
group_5206-parE1_1-group_5742,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
group_4055-group_5212-group_255,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_3188-group_5212-group_255,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2099-group_5213-group_5777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
