replicon_type,gene,n
chromosome,bamA_1,19
chromosome,bamD,19
chromosome,bamE,19
chromosome,barA~~~rcsC_11,19
chromosome,bauA_1,19
chromosome,bauA_2,19
chromosome,bauC,19
chromosome,bcp_1,19
chromosome,bcr_1,19
chromosome,bcr_2,19
chromosome,bcr_3,19
chromosome,bdlA,19
chromosome,bepA_1,19
chromosome,bepA_2,19
chromosome,bepA_3,19
chromosome,bepA_4,19
chromosome,bepA_5,19
chromosome,bepE,19
chromosome,bepF_2,19
chromosome,bepR,19
chromosome,betA_2,19
chromosome,betB_5~~~betB_3,19
chromosome,betC,19
chromosome,betI_2,19
chromosome,betI_3,19
chromosome,bfr,19
chromosome,bglA,19
chromosome,bigR,19
chromosome,bioF,19
chromosome,bioM,19
chromosome,bioN,19
chromosome,bioS,19
chromosome,bioY,19
chromosome,birA,19
chromosome,bkdA1,19
chromosome,bkdA2,19
chromosome,bkdB,19
chromosome,blaP,19
chromosome,bluB,19
chromosome,bolA,19
chromosome,bpoC,19
chromosome,bpt,19
chromosome,bshA,19
chromosome,btuB_2~~~btuB_1,19
chromosome,btuD_12,19
chromosome,btuD_14,19
chromosome,btuD_15,19
chromosome,btuD_17~~~rbsA_11,19
chromosome,btuF~~~hmuT,19
chromosome,caiD_2,19
chromosome,carA_1,19
chromosome,carA_2,19
chromosome,catE,19
chromosome,cbf2,19
chromosome,cbiG,19
chromosome,cbpA_1,19
chromosome,ccmA,19
chromosome,ccmB,19
chromosome,ccmC,19
chromosome,ccmE,19
chromosome,ccmH,19
chromosome,cdd,19
chromosome,cdhR_3,19
chromosome,cdhR_4,19
chromosome,cdhR_5~~~cdhR_4,19
chromosome,cdhR_6,19
chromosome,cfa_1,19
chromosome,cfa_2,19
chromosome,cgtA,19
chromosome,chaA,19
chromosome,chaC,19
chromosome,cheA,19
chromosome,cheD,19
chromosome,cheR,19
chromosome,cheW_1,19
chromosome,cheW_2,19
chromosome,cheW_3,19
chromosome,cheY_2,19
chromosome,chpT,19
chromosome,cimA,19
chromosome,cinA,19
chromosome,clpA,19
chromosome,clpB,19
chromosome,clpP_1,19
chromosome,clpP_2,19
chromosome,clpP_3,19
chromosome,clpS,19
chromosome,clpS2,19
chromosome,clpX,19
chromosome,clsA,19
chromosome,clsC,19
chromosome,cmk,19
chromosome,cnbH_2,19
chromosome,cntB,19
chromosome,cntI,19
chromosome,coaA_1,19
chromosome,coaA_2~~~coaA_1,19
chromosome,coaBC,19
chromosome,coaD,19
chromosome,coaE,19
chromosome,cobA,19
chromosome,cobB,19
chromosome,cobD,19
chromosome,cobH,19
chromosome,cobI,19
chromosome,cobJ,19
chromosome,cobK,19
chromosome,cobL,19
chromosome,cobM,19
chromosome,cobN,19
chromosome,cobO,19
chromosome,cobP,19
chromosome,cobQ,19
chromosome,cobS,19
chromosome,cobT,19
chromosome,cobU,19
chromosome,cobV,19
chromosome,cof,19
chromosome,comM,19
chromosome,corA_1,19
chromosome,corA_2,19
chromosome,coxM_1,19
chromosome,coxN,19
chromosome,cpdA_2~~~cpdA_3,19
chromosome,cpdR_1,19
chromosome,cpdR_2,19
chromosome,cpnA,19
chromosome,cpoB,19
chromosome,cpoB_1,19
chromosome,cpo_3,19
chromosome,crp,19
chromosome,crt_1,19
chromosome,crt_2,19
chromosome,csaA,19
chromosome,csbC,19
chromosome,csd,19
chromosome,cseB,19
chromosome,cspA_1,19
chromosome,cspA_2,19
chromosome,cspC,19
chromosome,cspJ,19
chromosome,ctaA,19
chromosome,ctaB,19
chromosome,ctaC_2,19
chromosome,ctaD_1,19
chromosome,ctaE_1,19
chromosome,ctaG,19
chromosome,ctrA,19
chromosome,cusR,19
chromosome,cutC,19
chromosome,cutM_2,19
chromosome,cutS,19
chromosome,cyaA,19
chromosome,cya_3,19
chromosome,cycY,19
chromosome,cydB,19
chromosome,cynR_2,19
chromosome,cynT,19
chromosome,cyoC_2,19
chromosome,cysA,19
chromosome,cysD_2,19
chromosome,cysE,19
chromosome,cysH,19
chromosome,cysK1,19
chromosome,cysL,19
chromosome,cysQ_4,19
chromosome,cysQ_5,19
chromosome,cysS,19
chromosome,cysW_2,19
chromosome,cytR_6,19
chromosome,czcD,19
chromosome,dadA1_2,19
chromosome,dadX,19
chromosome,dagK,19
chromosome,dapA_5,19
chromosome,dapD,19
chromosome,dapE_2,19
chromosome,dapE_2~~~dapE_1,19
chromosome,dapF,19
chromosome,dasC_4,19
chromosome,dasC_5,19
chromosome,dat_1,19
chromosome,dauA_2,19
chromosome,dauR,19
chromosome,davD_1,19
chromosome,davD_2,19
chromosome,dcd,19
chromosome,ddlB,19
chromosome,ddmA1,19
chromosome,ddpA,19
chromosome,ddpC_3,19
chromosome,ddpF,19
chromosome,deaD,19
chromosome,decR_2,19
chromosome,decR_2~~~decR_3,19
chromosome,decR_4~~~decR_3,19
chromosome,def_1,19
chromosome,def_2,19
chromosome,degQ_1,19
chromosome,degQ_2,19
chromosome,degU_2,19
chromosome,deoA,19
chromosome,deoB,19
chromosome,dgoA,19
chromosome,dgoK1_1,19
chromosome,dhaA,19
chromosome,dhfrIII,19
chromosome,dht,19
chromosome,dinB_1,19
chromosome,dinF,19
chromosome,divK_2,19
chromosome,djlA,19
chromosome,dkgB,19
chromosome,dksA_1,19
chromosome,dksA_2~~~dksA_1,19
chromosome,dld,19
chromosome,dmdC_2,19
chromosome,dme,19
chromosome,dmg,19
chromosome,dmlR_10,19
chromosome,dmlR_5,19
chromosome,dmlR_5~~~dmlR_8,19
chromosome,dmlR_6,19
chromosome,dmlR_7,19
chromosome,dmlR_8~~~dmlR_4,19
chromosome,dnaA_1,19
chromosome,dnaA_2,19
chromosome,dnaC_2,19
chromosome,dnaE1,19
chromosome,dnaG,19
chromosome,dnaJ_1,19
chromosome,dnaJ_2,19
chromosome,dnaJ_3,19
chromosome,dnaK_1,19
chromosome,dnaK_2,19
chromosome,dnaN,19
chromosome,dnaX_1,19
chromosome,doeA_1~~~doeA_2,19
chromosome,dppA_2~~~dppA_4,19
chromosome,dppA_3,19
chromosome,dppA_5,19
chromosome,dppB_4,19
chromosome,dppB_5,19
chromosome,dppC_1,19
chromosome,dppC_2,19
chromosome,dppD_1,19
chromosome,dprE1,19
chromosome,dsbB,19
chromosome,dtd3,19
chromosome,dusA,19
chromosome,dusB,19
chromosome,dut,19
chromosome,dxr,19
chromosome,dxs_1,19
chromosome,dxs_1~~~dxs_2,19
chromosome,eamB,19
chromosome,ecfG_2,19
chromosome,ecfG_3,19
chromosome,ecfG_4,19
chromosome,echA8_1,19
chromosome,echA8_2,19
chromosome,eda_1,19
chromosome,eda_2,19
chromosome,edd,19
chromosome,efp,19
chromosome,egtC,19
chromosome,ehpR,19
chromosome,eis_1,19
chromosome,eis_2,19
chromosome,eltP,19
chromosome,emrA_3,19
chromosome,emrB_2,19
chromosome,emrB_3,19
chromosome,emrE,19
chromosome,engB,19
chromosome,eno,19
chromosome,entS_3,19
chromosome,epi,19
chromosome,epmA,19
chromosome,era,19
chromosome,erpA,19
chromosome,eryB_1,19
chromosome,eryC,19
chromosome,eryD_1,19
chromosome,eryD_2,19
chromosome,eryD_3,19
chromosome,eryH,19
chromosome,eryI,19
chromosome,ettA,19
chromosome,exbD,19
chromosome,fabA,19
chromosome,fabB,19
chromosome,fabD,19
chromosome,fabF_1,19
chromosome,fabF_2,19
chromosome,fabG_6,19
chromosome,fabG_6~~~fabG_10,19
chromosome,fabG_7,19
chromosome,fabG_8,19
chromosome,fabG_9,19
chromosome,fabH,19
chromosome,fabI_1,19
chromosome,fabI_2,19
chromosome,fabZ,19
chromosome,fadA_2,19
chromosome,fadD,19
chromosome,fadJ_2~~~fadJ,19
chromosome,fbcH,19
chromosome,fbcH_2,19
chromosome,fcl,19
chromosome,fdxA,19
chromosome,fdxE,19
chromosome,fecI,19
chromosome,fecR,19
chromosome,ffh,19
chromosome,fghA_2,19
chromosome,fhs,19
chromosome,fhuA_2~~~fhuA_1~~~fhuA_3,19
chromosome,fieF,19
chromosome,fixK_1,19
chromosome,flbT,19
chromosome,flgC,19
chromosome,flgF,19
chromosome,flgG,19
chromosome,flgH,19
chromosome,flgI,19
chromosome,flhA_1~~~flhA_3,19
chromosome,flhA_2,19
chromosome,flhB,19
chromosome,fliC,19
chromosome,fliE,19
chromosome,fliF,19
chromosome,fliG,19
chromosome,fliP,19
chromosome,fliY_3,19
chromosome,fmdA,19
chromosome,fmt_1~~~fmt_2,19
chromosome,fni_1,19
chromosome,folB,19
chromosome,folD_1,19
chromosome,folE,19
chromosome,folK,19
chromosome,folP,19
chromosome,fpgS,19
chromosome,fpr,19
chromosome,frcA_5~~~frcA_3,19
chromosome,frcB,19
chromosome,frcC,19
chromosome,frlB,19
chromosome,frlD,19
chromosome,frmR,19
chromosome,frr,19
chromosome,fsr,19
chromosome,ftcR,19
chromosome,ftsA,19
chromosome,ftsE,19
chromosome,ftsH_2,19
chromosome,ftsI_1,19
chromosome,ftsQ,19
chromosome,ftsW,19
chromosome,ftsZ_1,19
chromosome,ftsZ_1~~~ftsZ_2,19
chromosome,fucK_2,19
chromosome,fucU_2,19
chromosome,fur,19
chromosome,fusA_2,19
chromosome,futA1,19
chromosome,fzlA,19
chromosome,fzlC,19
chromosome,gamR_2,19
chromosome,gamR_2~~~gamR_1,19
chromosome,gap,19
chromosome,garB,19
chromosome,gatA,19
chromosome,gatB,19
chromosome,gcd,19
chromosome,gcvA_11~~~gcvA_5,19
chromosome,gcvA_3,19
chromosome,gcvA_4,19
chromosome,gcvA_6,19
chromosome,gcvA_7,19
chromosome,gcvH,19
chromosome,gcvP,19
chromosome,gcvT_1,19
chromosome,gcvT_3,19
chromosome,gdhB~~~gdh_3~~~gdh_4,19
chromosome,gdhIV,19
chromosome,gdh_1,19
chromosome,gdh_2,19
chromosome,gdh_3,19
chromosome,gdx,19
chromosome,ghrA_1,19
chromosome,ghrB,19
chromosome,glcB,19
chromosome,gldA,19
chromosome,glgA1_1~~~glgA1_2,19
chromosome,glgB,19
chromosome,glgC,19
chromosome,glgX_2~~~glgX_1,19
chromosome,glk,19
chromosome,glmM,19
chromosome,glmS,19
chromosome,glmU_1,19
chromosome,glmU_2,19
chromosome,glnA_1,19
chromosome,glnA_2,19
chromosome,glnB,19
chromosome,glnD,19
chromosome,glnG,19
chromosome,glnK,19
chromosome,glnL,19
chromosome,glnM_1,19
chromosome,glnQ_3,19
chromosome,glnQ_4,19
chromosome,glnT,19
chromosome,gloA,19
chromosome,gloB_1,19
chromosome,gloB_2,19
chromosome,gloC,19
chromosome,glpR_2,19
chromosome,glpR_3,19
chromosome,glsA,19
chromosome,gltD_2,19
chromosome,gltR~~~hdfR_3,19
chromosome,gltX_2,19
chromosome,gltX_2~~~gltX_1,19
chromosome,glyA2,19
chromosome,glyQ,19
chromosome,glyS,19
chromosome,gmk,19
chromosome,gndA,19
chromosome,golD_2,19
chromosome,golD_3,19
chromosome,gph_2,19
chromosome,gph_3,19
chromosome,gph_4,19
chromosome,gpmA_2,19
chromosome,gpmA_2~~~gpmA_1,19
chromosome,gppA_1,19
chromosome,gppA_2,19
chromosome,gpr,19
chromosome,gpsA,19
chromosome,gpt,19
chromosome,gpuA,19
chromosome,greA,19
chromosome,groL1_2,19
chromosome,groL2,19
chromosome,group_10,19
chromosome,group_1000,19
chromosome,group_1001,19
chromosome,group_1005,19
chromosome,group_1008,19
chromosome,group_1009,19
chromosome,group_1010,19
chromosome,group_1015,19
chromosome,group_1017,19
chromosome,group_1018,19
chromosome,group_102,19
chromosome,group_1023,19
chromosome,group_1024,19
chromosome,group_1025,19
chromosome,group_1028,19
chromosome,group_1029,19
chromosome,group_1030,19
chromosome,group_1032,19
chromosome,group_1037,19
chromosome,group_1038,19
chromosome,group_1039,19
chromosome,group_1040,19
chromosome,group_1041,19
chromosome,group_1045,19
chromosome,group_1046,19
chromosome,group_1048,19
chromosome,group_1056,19
chromosome,group_1061,19
chromosome,group_1062,19
chromosome,group_1064,19
chromosome,group_1070,19
chromosome,group_1071,19
chromosome,group_1072,19
chromosome,group_1080,19
chromosome,group_1081,19
chromosome,group_1082,19
chromosome,group_1083,19
chromosome,group_1084,19
chromosome,group_1085,19
chromosome,group_109,19
chromosome,group_1095,19
chromosome,group_1096,19
chromosome,group_1097,19
chromosome,group_1099,19
chromosome,group_111,19
chromosome,group_1110,19
chromosome,group_1111,19
chromosome,group_1112,19
chromosome,group_1113,19
chromosome,group_1122,19
chromosome,group_1123,19
chromosome,group_1129,19
chromosome,group_113,19
chromosome,group_1130,19
chromosome,group_1136,19
chromosome,group_114,19
chromosome,group_1141,19
chromosome,group_1142,19
chromosome,group_1151,19
chromosome,group_1166,19
chromosome,group_1168,19
chromosome,group_1169,19
chromosome,group_1173,19
chromosome,group_1175,19
chromosome,group_1176,19
chromosome,group_1177,19
chromosome,group_1182,19
chromosome,group_1183,19
chromosome,group_1187,19
chromosome,group_1194,19
chromosome,group_1195,19
chromosome,group_1196,19
chromosome,group_1201,19
chromosome,group_1213,19
chromosome,group_122,19
chromosome,group_1223,19
chromosome,group_1228,19
chromosome,group_1229,19
chromosome,group_1233,19
chromosome,group_1234,19
chromosome,group_1240,19
chromosome,group_1241,19
chromosome,group_1242,19
chromosome,group_1249,19
chromosome,group_1250,19
chromosome,group_1256,19
chromosome,group_1261,19
chromosome,group_1262,19
chromosome,group_1263,19
chromosome,group_1272,19
chromosome,group_1275,19
chromosome,group_1279,19
chromosome,group_1280,19
chromosome,group_1283,19
chromosome,group_1284,19
chromosome,group_1290,19
chromosome,group_1291,19
chromosome,group_1299,19
chromosome,group_130,19
chromosome,group_1304,19
chromosome,group_1305,19
chromosome,group_131,19
chromosome,group_1319,19
chromosome,group_1320,19
chromosome,group_1321,19
chromosome,group_1327,19
chromosome,group_1336,19
chromosome,group_1337,19
chromosome,group_1343,19
chromosome,group_1344,19
chromosome,group_1348,19
chromosome,group_1352,19
chromosome,group_1353,19
chromosome,group_1354,19
chromosome,group_1355,19
chromosome,group_1358,19
chromosome,group_1359,19
chromosome,group_136,19
chromosome,group_1377,19
chromosome,group_1378,19
chromosome,group_1381,19
chromosome,group_1387,19
chromosome,group_1392,19
chromosome,group_1400,19
chromosome,group_1401,19
chromosome,group_141,19
chromosome,group_1415,19
chromosome,group_143,19
chromosome,group_1438,19
chromosome,group_1440,19
chromosome,group_1441,19
chromosome,group_1445,19
chromosome,group_1446,19
chromosome,group_1447,19
chromosome,group_1455,19
chromosome,group_1456,19
chromosome,group_1460,19
chromosome,group_1471,19
chromosome,group_1472,19
chromosome,group_1477,19
chromosome,group_1481,19
chromosome,group_1487,19
chromosome,group_1488,19
chromosome,group_1489,19
chromosome,group_1490,19
chromosome,group_1498,19
chromosome,group_150,19
chromosome,group_1500,19
chromosome,group_1501,19
chromosome,group_1502,19
chromosome,group_1503,19
chromosome,group_1506,19
chromosome,group_1507,19
chromosome,group_1513,19
chromosome,group_1514,19
chromosome,group_1515,19
chromosome,group_1516,19
chromosome,group_1517,19
chromosome,group_1534,19
chromosome,group_1535,19
chromosome,group_1536,19
chromosome,group_1541,19
chromosome,group_1543,19
chromosome,group_1550,19
chromosome,group_1553,19
chromosome,group_1554,19
chromosome,group_1556,19
chromosome,group_1557,19
chromosome,group_1568,19
chromosome,group_1569,19
chromosome,group_1570,19
chromosome,group_1575,19
chromosome,group_1577,19
chromosome,group_1579,19
chromosome,group_1580,19
chromosome,group_1586,19
chromosome,group_1587,19
chromosome,group_1588,19
chromosome,group_1589,19
chromosome,group_1594,19
chromosome,group_1601,19
chromosome,group_1608,19
chromosome,group_1609,19
chromosome,group_161,19
chromosome,group_1610,19
chromosome,group_1611,19
chromosome,group_1621,19
chromosome,group_1622,19
chromosome,group_1632,19
chromosome,group_1633,19
chromosome,group_1634,19
chromosome,group_1635,19
chromosome,group_1640,19
chromosome,group_1641,19
chromosome,group_1642,19
chromosome,group_1643,19
chromosome,group_1648,19
chromosome,group_1649,19
chromosome,group_1650,19
chromosome,group_1659,19
chromosome,group_1660,19
chromosome,group_1673,19
chromosome,group_1674,19
chromosome,group_1675,19
chromosome,group_1682,19
chromosome,group_1683,19
chromosome,group_1684,19
chromosome,group_1692,19
chromosome,group_1693,19
chromosome,group_1698,19
chromosome,group_1699,19
chromosome,group_1700,19
chromosome,group_1702,19
chromosome,group_1705,19
chromosome,group_1717,19
chromosome,group_1718,19
chromosome,group_1730,19
chromosome,group_1732,19
chromosome,group_1742,19
chromosome,group_1743,19
chromosome,group_1744,19
chromosome,group_1758,19
chromosome,group_1759,19
chromosome,group_176,19
chromosome,group_1767,19
chromosome,group_1768,19
chromosome,group_1769,19
chromosome,group_1779,19
chromosome,group_1780,19
chromosome,group_1781,19
chromosome,group_1782,19
chromosome,group_1783,19
chromosome,group_1784,19
chromosome,group_1785,19
chromosome,group_1786,19
chromosome,group_1792,19
chromosome,group_1793,19
chromosome,group_1794,19
chromosome,group_1802,19
chromosome,group_1803,19
chromosome,group_1804,19
chromosome,group_1811,19
chromosome,group_1812,19
chromosome,group_1819,19
chromosome,group_1820,19
chromosome,group_1821,19
chromosome,group_1822,19
chromosome,group_1823,19
chromosome,group_1824,19
chromosome,group_1825,19
chromosome,group_1834,19
chromosome,group_1835,19
chromosome,group_184,19
chromosome,group_1840,19
chromosome,group_1843,19
chromosome,group_1844,19
chromosome,group_1845,19
chromosome,group_1851,19
chromosome,group_1852,19
chromosome,group_1859,19
chromosome,group_186,19
chromosome,group_1874,19
chromosome,group_1875,19
chromosome,group_1885,19
chromosome,group_1888,19
chromosome,group_1889,19
chromosome,group_1892,19
chromosome,group_1893,19
chromosome,group_1902,19
chromosome,group_1908,19
chromosome,group_1909,19
chromosome,group_1910,19
chromosome,group_1916,19
chromosome,group_1917,19
chromosome,group_1918,19
chromosome,group_1919,19
chromosome,group_1920,19
chromosome,group_1921,19
chromosome,group_193,19
chromosome,group_1930,19
chromosome,group_1931,19
chromosome,group_1932,19
chromosome,group_1933,19
chromosome,group_1939,19
chromosome,group_1940,19
chromosome,group_1941,19
chromosome,group_1947,19
chromosome,group_1948,19
chromosome,group_1949,19
chromosome,group_1957,19
chromosome,group_1958,19
chromosome,group_1959,19
chromosome,group_1967,19
chromosome,group_1968,19
chromosome,group_1974,19
chromosome,group_1976,19
chromosome,group_1977,19
chromosome,group_1984,19
chromosome,group_1985,19
chromosome,group_1986,19
chromosome,group_1987,19
chromosome,group_1988,19
chromosome,group_1996,19
chromosome,group_1997,19
chromosome,group_1998,19
chromosome,group_1999,19
chromosome,group_20,19
chromosome,group_2012,19
chromosome,group_2013,19
chromosome,group_202,19
chromosome,group_2023,19
chromosome,group_2024,19
chromosome,group_2025,19
chromosome,group_2026,19
chromosome,group_2027,19
chromosome,group_2034,19
chromosome,group_2035,19
chromosome,group_2036,19
chromosome,group_2046,19
chromosome,group_2047,19
chromosome,group_2048,19
chromosome,group_2049,19
chromosome,group_2057,19
chromosome,group_2059,19
chromosome,group_206,19
chromosome,group_2060,19
chromosome,group_2061,19
chromosome,group_2069,19
chromosome,group_207,19
chromosome,group_2070,19
chromosome,group_2071,19
chromosome,group_2072,19
chromosome,group_2073,19
chromosome,group_2074,19
chromosome,group_2093,19
chromosome,group_2094,19
chromosome,group_2095,19
chromosome,group_2096,19
chromosome,group_2097,19
chromosome,group_2098,19
chromosome,group_2116,19
chromosome,group_2129,19
chromosome,group_2138,19
chromosome,group_2139,19
chromosome,group_214,19
chromosome,group_2140,19
chromosome,group_2141,19
chromosome,group_2142,19
chromosome,group_2143,19
chromosome,group_2144,19
chromosome,group_2145,19
chromosome,group_2159,19
chromosome,group_2161,19
chromosome,group_2162,19
chromosome,group_2163,19
chromosome,group_2177,19
chromosome,group_2178,19
chromosome,group_2179,19
chromosome,group_2180,19
chromosome,group_2181,19
chromosome,group_2189,19
chromosome,group_2190,19
chromosome,group_2191,19
chromosome,group_2192,19
chromosome,group_22,19
chromosome,group_2201,19
chromosome,group_2202,19
chromosome,group_2203,19
chromosome,group_2204,19
chromosome,group_2205,19
chromosome,group_2208,19
chromosome,group_2209,19
chromosome,group_2210,19
chromosome,group_2211,19
chromosome,group_2223,19
chromosome,group_2224,19
chromosome,group_2235,19
chromosome,group_2236,19
chromosome,group_2238,19
chromosome,group_2239,19
chromosome,group_2248,19
chromosome,group_2249,19
chromosome,group_225,19
chromosome,group_2250,19
chromosome,group_2251,19
chromosome,group_2252,19
chromosome,group_2263,19
chromosome,group_2264,19
chromosome,group_2265,19
chromosome,group_2266,19
chromosome,group_2269,19
chromosome,group_2271,19
chromosome,group_2272,19
chromosome,group_228,19
chromosome,group_2280,19
chromosome,group_2281,19
chromosome,group_2282,19
chromosome,group_2283,19
chromosome,group_229,19
chromosome,group_2290,19
chromosome,group_2291,19
chromosome,group_2292,19
chromosome,group_2293,19
chromosome,group_2294,19
chromosome,group_2295,19
chromosome,group_2303,19
chromosome,group_2304,19
chromosome,group_2312,19
chromosome,group_2313,19
chromosome,group_2314,19
chromosome,group_2315,19
chromosome,group_2316,19
chromosome,group_2318,19
chromosome,group_2319,19
chromosome,group_2320,19
chromosome,group_2331,19
chromosome,group_2332,19
chromosome,group_2333,19
chromosome,group_234,19
chromosome,group_2341,19
chromosome,group_2343,19
chromosome,group_2344,19
chromosome,group_235,19
chromosome,group_2354,19
chromosome,group_2355,19
chromosome,group_2356,19
chromosome,group_2357,19
chromosome,group_2358,19
chromosome,group_2368,19
chromosome,group_2374,19
chromosome,group_2375,19
chromosome,group_2376,19
chromosome,group_2377,19
chromosome,group_2378,19
chromosome,group_2389,19
chromosome,group_2390,19
chromosome,group_2391,19
chromosome,group_2392,19
chromosome,group_2393,19
chromosome,group_2394,19
chromosome,group_2395,19
chromosome,group_2396,19
chromosome,group_2397,19
chromosome,group_2407,19
chromosome,group_2408,19
chromosome,group_2409,19
chromosome,group_241,19
chromosome,group_2424,19
chromosome,group_2425,19
chromosome,group_2426,19
chromosome,group_2427,19
chromosome,group_2428,19
chromosome,group_243,19
chromosome,group_2440,19
chromosome,group_2441,19
chromosome,group_2443,19
chromosome,group_2444,19
chromosome,group_2445,19
chromosome,group_2461,19
chromosome,group_2462,19
chromosome,group_2463,19
chromosome,group_247,19
chromosome,group_2470,19
chromosome,group_2471,19
chromosome,group_2472,19
chromosome,group_2493,19
chromosome,group_2494,19
chromosome,group_2495,19
chromosome,group_2496,19
chromosome,group_2497,19
chromosome,group_25,19
chromosome,group_250,19
chromosome,group_2510,19
chromosome,group_2528,19
chromosome,group_2529,19
chromosome,group_2530,19
chromosome,group_254,19
chromosome,group_2542,19
chromosome,group_2543,19
chromosome,group_2547,19
chromosome,group_2548,19
chromosome,group_255,19
chromosome,group_2560,19
chromosome,group_2567,19
chromosome,group_2568,19
chromosome,group_2569,19
chromosome,group_2571,19
chromosome,group_2572,19
chromosome,group_258,19
chromosome,group_2587,19
chromosome,group_2588,19
chromosome,group_2589,19
chromosome,group_259,19
chromosome,group_2598,19
chromosome,group_2599,19
chromosome,group_26,19
chromosome,group_260,19
chromosome,group_2600,19
chromosome,group_2613,19
chromosome,group_2614,19
chromosome,group_2624,19
chromosome,group_2626,19
chromosome,group_2627,19
chromosome,group_2637,19
chromosome,group_2638,19
chromosome,group_264,19
chromosome,group_2648,19
chromosome,group_2649,19
chromosome,group_265,19
chromosome,group_2650,19
chromosome,group_2651,19
chromosome,group_2652,19
chromosome,group_266,19
chromosome,group_2664,19
chromosome,group_2665,19
chromosome,group_2666,19
chromosome,group_2667,19
chromosome,group_2677,19
chromosome,group_2678,19
chromosome,group_2679,19
chromosome,group_2680,19
chromosome,group_2691,19
chromosome,group_27,19
chromosome,group_2708,19
chromosome,group_271,19
chromosome,group_2721,19
chromosome,group_2722,19
chromosome,group_2723,19
chromosome,group_2724,19
chromosome,group_2735,19
chromosome,group_2736,19
chromosome,group_2738,19
chromosome,group_2739,19
chromosome,group_2747,19
chromosome,group_2749,19
chromosome,group_275,19
chromosome,group_2750,19
chromosome,group_2751,19
chromosome,group_2765,19
chromosome,group_2766,19
chromosome,group_2778,19
chromosome,group_2779,19
chromosome,group_279,19
chromosome,group_2791,19
chromosome,group_2792,19
chromosome,group_2793,19
chromosome,group_2794,19
chromosome,group_2795,19
chromosome,group_2796,19
chromosome,group_2797,19
chromosome,group_2810,19
chromosome,group_2811,19
chromosome,group_2826,19
chromosome,group_2842,19
chromosome,group_2843,19
chromosome,group_2858,19
chromosome,group_2859,19
chromosome,group_2860,19
chromosome,group_2861,19
chromosome,group_2862,19
chromosome,group_2871,19
chromosome,group_2873,19
chromosome,group_2874,19
chromosome,group_2876,19
chromosome,group_2899,19
chromosome,group_29,19
chromosome,group_2900,19
chromosome,group_2902,19
chromosome,group_291,19
chromosome,group_2912,19
chromosome,group_2914,19
chromosome,group_2916,19
chromosome,group_2917,19
chromosome,group_2935,19
chromosome,group_2936,19
chromosome,group_2937,19
chromosome,group_2938,19
chromosome,group_2939,19
chromosome,group_294,19
chromosome,group_295,19
chromosome,group_2952,19
chromosome,group_296,19
chromosome,group_2969,19
chromosome,group_2970,19
